text,language
pagganansiya,cebuano
creek,ilocano
pastor,tagalog
imbistigasyun,cebuano
payil,cebuano
magtigil,tagalog
baák,hiligaynon
pasyun syú,cebuano
kū́d,cebuano
molde,cebuano
láhap,cebuano
tuta,tagalog
sáblig,hiligaynon
yanyan,cebuano
"maramà, marámà",cebuano
lumusot,tagalog
lock-up,ilocano
pagsubli-subli,cebuano
napakahamak,tagalog
mokalawat sa dadangatan,cebuano
karaniwang palakad,tagalog
sertipikado,tagalog
pik-ap,cebuano
paliháru,cebuano
uproar,ilocano
hanlag,cebuano
panistis,cebuano
soriso,cebuano
salpok,tagalog
talsikan,tagalog
manigas,tagalog
tulo sa ulan,cebuano
paglatos,cebuano
humil,cebuano
layo,tagalog
panahong kretsayo,tagalog
wala'y kamatayon,cebuano
palis,tagalog
búyò,hiligaynon
tangsi,cebuano
lisyon,tagalog
manlalako,tagalog
pausukan,tagalog
magtamad-tamaran,tagalog
sa tiyan,cebuano
bátung,cebuano
makakita,cebuano
pasidaan sa pagbantay,cebuano
butíbut,cebuano
nakabuka,tagalog
sumasakay,cebuano
"atnga, atngal",cebuano
rekord,tagalog
wala'y kinutoban,cebuano
prupursiyun,cebuano
lanátad,cebuano
pataasan,tagalog
baliktad,cebuano
sa simula,tagalog
hinóon,hiligaynon
pabo,tagalog
halibuyak,tagalog
pulong,cebuano
labyug,cebuano
makagambala,tagalog
hindi mumunti,tagalog
umindak,tagalog
triumph,ilocano
fráile,hiligaynon
pagpipigil sa sarili,tagalog
nickel,ilocano
tabawung,cebuano
didal,cebuano
mabuko,tagalog
paputok,tagalog
anilan,tagalog
negatibo,tagalog
pagsisisi,tagalog
karamay,tagalog
sinágrit,hiligaynon
malipayon,cebuano
posteridad,tagalog
búsaw,cebuano
danasdánas,cebuano
salapi,cebuano
kadigma,tagalog
gáb,cebuano
kabangisan,tagalog
medalya,tagalog
dimisyon,tagalog
rekisisyon,tagalog
"ulíhi, ulihí",hiligaynon
lasawon,cebuano
magpalinga-linga,tagalog
maibulalas,tagalog
Mahometanismo,tagalog
kakatnig,tagalog
gugma,cebuano
sila,cebuano
sakab,cebuano
pulverize,ilocano
undo,cebuano
purista,tagalog
tawong gamitoy,cebuano
magpinta,tagalog
magbalantay sa hayupan,cebuano
pagkanaog,cebuano
haguyag,cebuano
lawaan,tagalog
maneho,tagalog
buhaton,cebuano
polis,tagalog
wati,cebuano
tuo,cebuano
gising,tagalog
giyera,cebuano
matalian,tagalog
pagkawala,tagalog
Sugbo,cebuano
enkargo,tagalog
kantor,tagalog
gawgaw,tagalog
ikahimamat,cebuano
liko,tagalog
ipatayo,tagalog
disensaryo,tagalog
wala'y sapot,cebuano
hugút,hiligaynon
síli,cebuano
bág-ang,hiligaynon
isaysay,tagalog
gáhub,cebuano
buhuk-buhukan,tagalog
toge,tagalog
rear,ilocano
salaan,cebuano
gining,tagalog
hasù,cebuano
balas,cebuano
"káti, kátì",cebuano
pamatay,cebuano
alimapapayaw,tagalog
ibon,tagalog
intransitibo,tagalog
sakayan sa dagat,cebuano
rispondér,hiligaynon
pakadusta-dustain,tagalog
gasgas,tagalog
basura,tagalog
bágat,hiligaynon
mag-ebakwet,tagalog
tawirin,tagalog
pagtudlo,cebuano
Ispanyol,tagalog
utlana,cebuano
turnuhin,tagalog
mamulat,tagalog
abilidad,tagalog
pagdaot,cebuano
plawta,tagalog
kursǐ,cebuano
bami,tagalog
húdas,cebuano
list,ilocano
pag-ulíngun,cebuano
hatid-dumapit,tagalog
winblun,cebuano
mainampingon,cebuano
lísis,cebuano
áp lay,cebuano
scholar,ilocano
gindungog,cebuano
lukim,cebuano
mala,cebuano
hurtle,ilocano
natandog,cebuano
superbisor,cebuano
gíning,hiligaynon
likhablay,tagalog
trakúma,cebuano
koriander,tagalog
tiskwir,cebuano
tubero,tagalog
sulo,tagalog
mapagbigyan,tagalog
debatihan,tagalog
payting ispírit,cebuano
tamasahin,tagalog
prangka,cebuano
sa pikas,cebuano
sospetsoso,tagalog
dagitab,tagalog
dapit sa,cebuano
banak,tagalog
mag-akibat,tagalog
nahapay,cebuano
improbable,tagalog
síok,hiligaynon
haplas,cebuano
kaserola,tagalog
calm,ilocano
languhin,tagalog
hawanin,tagalog
parmasiyutika,tagalog
pagkapit,tagalog
kasuotan,cebuano
prologo,tagalog
ang-ang,cebuano
istambay,cebuano
pagsakmit,cebuano
halangarón,hiligaynon
lalag,tagalog
pangandoy,cebuano
hagpusin,tagalog
kahil,cebuano
bungsì,cebuano
barat,cebuano
mabarakuhan,tagalog
siyut,cebuano
nambir,cebuano
ipagpalalo,tagalog
dili masakit,cebuano
pagsasalita,tagalog
batbat,cebuano
paghiwa-hiwain,tagalog
batuon,cebuano
pagpatubo,cebuano
idrospera,tagalog
strap,ilocano
anghit,cebuano
q,hiligaynon
tigpaminaw,cebuano
anibirsaryu,cebuano
kahimtang,cebuano
imbak,tagalog
inikis-ikis,cebuano
kini,cebuano
ilong-lawin,tagalog
hagutak,tagalog
nakasaklang,tagalog
matuparan,tagalog
"lahing, láhing",cebuano
fall,ilocano
apa,cebuano
pagsabwag,cebuano
pakikipagpalit,tagalog
tipan,tagalog
estrelya,tagalog
piki,cebuano
garnátsa,hiligaynon
enhinyero,cebuano
tákang,cebuano
may lunas pa,tagalog
lingaw,tagalog
bunutan,tagalog
hingúlì,hiligaynon
bulag,cebuano
daang tuwiran,tagalog
bulinga,cebuano
magpapatigayon,cebuano
apung,cebuano
buga,tagalog
dinaliang dalan,cebuano
akne,tagalog
haging,tagalog
repinaria,tagalog
rigid,ilocano
urangutang,tagalog
panghuli ng daga,tagalog
larang,tagalog
sarumbálì,hiligaynon
alambre,cebuano
ngumulo,tagalog
kanáas,cebuano
pagsisi sa/ng sarili,tagalog
kumunikasiyun,cebuano
reflecting,ilocano
kalìhay,cebuano
lamasin,tagalog
lulhu,cebuano
kaluoy,cebuano
hingukuhan,tagalog
trumpíti,cebuano
barì,cebuano
kalamyas,tagalog
pagpangandoy,cebuano
tulugtulug,cebuano
humakot,tagalog
kaunting dunong,tagalog
Siyanga,tagalog
kulípà,cebuano
assimilate,ilocano
himanhíman,cebuano
pagtukoy,tagalog
magkaibigan,tagalog
tantuin,tagalog
asuleho,tagalog
magtutok,tagalog
bildo,cebuano
apikta,cebuano
búthò,hiligaynon
aalug-alog,tagalog
Danesa,tagalog
pasambingay,cebuano
daigdigan,tagalog
magpalinaw,tagalog
botín,hiligaynon
ukupahan,tagalog
imungkahi,tagalog
kalisto,cebuano
bukawe,tagalog
baghut,cebuano
bahak,cebuano
sa bisan asa,cebuano
langgíti,cebuano
bother,ilocano
sagrados,cebuano
magsuhay,tagalog
puktu-pukto,tagalog
Kristu,cebuano
ihawan,tagalog
sílus,cebuano
tistis,cebuano
arkus,cebuano
halin,cebuano
dag-umon,cebuano
balangúbang,cebuano
barak,cebuano
ipabaon,tagalog
rirasán,hiligaynon
huwa-,cebuano
iglesya,tagalog
lubos na kasiyahan,tagalog
insakto,cebuano
pamanahon,tagalog
initdagitban,tagalog
dumukal,tagalog
pagkamadilim,tagalog
daya,tagalog
hulahúla,cebuano
simpul,cebuano
space,ilocano
singkayóng,hiligaynon
ginatuyó,hiligaynon
buburan,cebuano
apong lalaki,tagalog
Sa kinauukulan,tagalog
tingdagdag,cebuano
paglitaw,tagalog
yuta,cebuano
látay,cebuano
planet,ilocano
bánbin,hiligaynon
mamukadkad,tagalog
magising,tagalog
gardener,tagalog
padayag,cebuano
magbinhi,tagalog
udto,cebuano
pagpahimutang pag-usab,cebuano
tinaw,tagalog
"takaba, takabà",cebuano
túkud,cebuano
baliad,cebuano
bukbukin,tagalog
barî,hiligaynon
wiwián,hiligaynon
halayhay,cebuano
panumbas,tagalog
banlider,tagalog
alkitran,cebuano
namatay,cebuano
batihin,tagalog
sambuángan,hiligaynon
umugong,tagalog
idung,cebuano
mapiog,cebuano
pag-bukad,cebuano
táblaw,hiligaynon
nagkagidlay,cebuano
kumurba,tagalog
presohan,cebuano
pinagdarausan,tagalog
bilitayón,hiligaynon
hilúngug,hiligaynon
eyebrow,ilocano
bawi,cebuano
kiritkirit,cebuano
marawis,tagalog
magkasumpong,tagalog
revert,ilocano
ligaligin,tagalog
saklub,cebuano
bátak,hiligaynon
siyasig,tagalog
barado,tagalog
pasarahan,tagalog
napakahalaga,tagalog
kabituinan,tagalog
makakibo,tagalog
binitaray,cebuano
utasin,tagalog
máyung,cebuano
magtulungan,tagalog
estasyon,tagalog
Istanum,tagalog
kustǎr,cebuano
deep,ilocano
pagtudlo,cebuano
diyaket,tagalog
palaman,tagalog
pagbugaw,tagalog
kapakumbaan,tagalog
paimbabaw,tagalog
maigting,tagalog
purk tsap,cebuano
sirkito,tagalog
utokan,cebuano
saka-sakali,tagalog
once,ilocano
ugkat,cebuano
kanduwálì,cebuano
sita,tagalog
naandan,cebuano
mana-mana,tagalog
mainiton,cebuano
mangaral,tagalog
buluntǎd,cebuano
pagsapot,cebuano
masinggan,cebuano
sinsiya,cebuano
kusing,tagalog
magkawit,tagalog
pagpangandoy,cebuano
kaaliwalasan,tagalog
crimson,ilocano
kitiwkitiw,cebuano
course,ilocano
sungsongon,cebuano
resource,ilocano
reverse,ilocano
sa palibot,tagalog
halugakâ,hiligaynon
magsalita,tagalog
itugot,cebuano
hiyang,tagalog
pagbutad,cebuano
export,ilocano
tanggalin,tagalog
malaking banggaan,tagalog
estable,tagalog
sipu,cebuano
laos,cebuano
galbanisahin,tagalog
tigidig,cebuano
"síod, siód",hiligaynon
arang may,cebuano
tinuod ba?,cebuano
publisidad,cebuano
tugpù,cebuano
naglubag,cebuano
pagpamulong,cebuano
asod,tagalog
dili bisan,cebuano
nevertheless,ilocano
kardinal,tagalog
bayote,cebuano
hukhuk,cebuano
balidbid,cebuano
yádì,hiligaynon
búyot,hiligaynon
tagisukat,tagalog
kuto,cebuano
lunas,tagalog
eskotada,tagalog
igpasalig,cebuano
magtungo,tagalog
apas,cebuano
busìsì,cebuano
rotten,ilocano
kalibutan,cebuano
kimona,tagalog
kainginin,tagalog
gorgoríta,hiligaynon
saliat,cebuano
mistisa,tagalog
tribusun,cebuano
makita,cebuano
hearsay,ilocano
pagubot,cebuano
bangkay,tagalog
talùtalù,cebuano
magdetalye,tagalog
barugan,cebuano
prútas,cebuano
sapisápi,cebuano
umuntos,tagalog
kabíkag,cebuano
magsimba,tagalog
patuka,tagalog
hántup,hiligaynon
gurdu,cebuano
kapaslitan,tagalog
lightning,ilocano
paghataw,tagalog
limahi,tagalog
dugangan og,cebuano
gain,ilocano
mahalaga,tagalog
hugkas,cebuano
lúkab,cebuano
dabog,tagalog
pole,ilocano
maton,tagalog
bolpen,cebuano
burok,tagalog
butang,cebuano
nakatiwarik,tagalog
"tinù, tínù",cebuano
naririni,tagalog
magbulaybulay,tagalog
wound,ilocano
kanya-pistula,tagalog
crown,ilocano
hup-ak,cebuano
sinínà,cebuano
palasak,tagalog
nakagayak,tagalog
pri,cebuano
dukal,tagalog
paratingan,tagalog
sinina,cebuano
pagyukbo,cebuano
magbangko,tagalog
may-asawa,tagalog
balokán,hiligaynon
umatras,tagalog
gwarni,cebuano
mag-iisda,tagalog
tigkul,cebuano
sweepstakes,tagalog
hútuy,cebuano
igo,cebuano
dili kapahulay,cebuano
subdibáyid,cebuano
bíngaw,hiligaynon
balbal,cebuano
bugas,cebuano
byumbu,cebuano
kahang bakal,tagalog
tul-id,cebuano
kambas,tagalog
galingan,cebuano
entremetido,tagalog
linakwan,cebuano
wáslik,hiligaynon
magdadagan,cebuano
pitsel,cebuano
agianan sa ubos,cebuano
kaalautan,cebuano
klaro ng itlog,tagalog
pasalap,tagalog
pangagho,cebuano
contagious,ilocano
uháy,hiligaynon
talawan,cebuano
komandante,cebuano
rabó,hiligaynon
púpù,cebuano
sine,cebuano
ikabit,tagalog
tsaketilya,tagalog
basol,cebuano
modest,ilocano
hagà,cebuano
bikil,tagalog
nakahahapo,tagalog
silù,cebuano
usugan,tagalog
kidkiran,tagalog
tubo ng ilawan,tagalog
ikalugi,tagalog
magkaibayo,tagalog
makupi,tagalog
pagsingasing,tagalog
kagahom,cebuano
timailhan,cebuano
lyukimya,cebuano
likaw,tagalog
beho,tagalog
grapinyíra,cebuano
tumutol,tagalog
ikanapulo,cebuano
dulhug,cebuano
dumisiplina,tagalog
pag-ayo,cebuano
pagpapatuloy,tagalog
baligtaran,tagalog
súlut,cebuano
lane,ilocano
himan,cebuano
pitagan,tagalog
humirang,tagalog
pagtultol,cebuano
kartun kartuning,cebuano
idating,tagalog
edukasyonal,tagalog
sâ,cebuano
demandante,tagalog
mangingihaw,cebuano
mangtas,cebuano
katulalaan,tagalog
paglangay-langay,cebuano
tagok,cebuano
kwadirnu,cebuano
bíhud,cebuano
palabi-labi,cebuano
pagpapabata,tagalog
kasangga,tagalog
dagmal,cebuano
di-mapalagay,tagalog
sanpípar,cebuano
gulo,tagalog
pagpapahayag,tagalog
sala,tagalog
balik-awót,hiligaynon
gamlù,cebuano
sulapa,tagalog
kayan,tagalog
ang pagpatay,cebuano
solóng,hiligaynon
sirbis,cebuano
gisi,tagalog
simbágo,hiligaynon
kaduluhan,tagalog
nagtakilid,cebuano
hulhol,cebuano
mabalakid,tagalog
matan-aw,cebuano
uluníson,hiligaynon
ay-ar payib,cebuano
wagut,cebuano
mahimong,cebuano
habóy,hiligaynon
padali,cebuano
paghihinaw,tagalog
dakog habhab,cebuano
hatulan,tagalog
panteismo,tagalog
kapunongan,cebuano
pagkakaintindi,tagalog
kaangkinan,tagalog
kudlit,cebuano
sanghod,tagalog
palikero,tagalog
ano man,tagalog
hiwang,cebuano
mainiton,cebuano
magpakulay-kayumanggi,tagalog
indefinite,ilocano
pagpagula,cebuano
"úklò, uklô-úklò",hiligaynon
mapanira,tagalog
alindog,tagalog
otherwise,ilocano
pinalangga,cebuano
sámò,hiligaynon
kawatan,cebuano
damit-pamburol,tagalog
matulog,tagalog
paskilan,tagalog
army,ilocano
pagkayari,tagalog
pagguhit (ng larawan),tagalog
ransu,cebuano
puli,cebuano
sarili,tagalog
tigpanikas,cebuano
ása,cebuano
harbas,cebuano
larangan ng digmaan,tagalog
palang,tagalog
mapaninguhaon,cebuano
sihang magkatapat,tagalog
lumigoy,tagalog
sumosyo,tagalog
kabatuhan,tagalog
ngadtu,cebuano
tinip,tagalog
mausikon,cebuano
enigma,tagalog
soborno,tagalog
paturnuhin,tagalog
lukemya,tagalog
success,ilocano
Halina,tagalog
kagaanang-loob,tagalog
mapanalig,tagalog
tuba,tagalog
kawa,tagalog
natira,tagalog
site,ilocano
bundù,cebuano
hínas,cebuano
magbulanglang,tagalog
kinatas-an,cebuano
obliterate,ilocano
huyáhoy,hiligaynon
tà,cebuano
yupi,tagalog
lantern,tagalog
magbinata,tagalog
tinago,cebuano
Neyon,tagalog
plan,ilocano
pigúra,cebuano
asiman,tagalog
may-guwardiya,tagalog
dagwayan,cebuano
haing dapita,cebuano
impisar,cebuano
takluban,tagalog
pinsa,cebuano
tuod,tagalog
míyur,cebuano
maglukayo,tagalog
ribentadór,hiligaynon
baligya,cebuano
atngal,cebuano
beterano,tagalog
pambahay,tagalog
pagduhaduha,cebuano
baliw,cebuano
pyanista,cebuano
while,ilocano
opyo,tagalog
mapagpigil,tagalog
nadungog,cebuano
buútan,cebuano
paghigab,tagalog
akasya,tagalog
serbisyo,tagalog
biya,cebuano
isalisi,tagalog
lalong malaki,tagalog
pintas,tagalog
mayaman,cebuano
hawus,cebuano
pagkakagamit,tagalog
baganíhan,hiligaynon
pahawa,cebuano
masulukasok,tagalog
salólong,hiligaynon
tukal,cebuano
panuluyan,tagalog
hálang,hiligaynon
gabang,cebuano
pagdiyutay,cebuano
samparing,cebuano
sanit,cebuano
hingsandig siya sa haligi,cebuano
sípong,hiligaynon
dula-dula,cebuano
panghambog,cebuano
mitsa,tagalog
tono,cebuano
pagbutang puhonan,cebuano
seremonya,tagalog
dinggin,tagalog
bantasan,tagalog
arktiko,tagalog
liston,cebuano
tábad,hiligaynon
mag-urong,tagalog
kauban,cebuano
pamamayong,tagalog
panganiban,tagalog
stábus,cebuano
paglaag,cebuano
pabulad,cebuano
miambak,cebuano
bokól,hiligaynon
pagkabinilanggo,cebuano
half-breed,ilocano
alaala,tagalog
yagayaga,cebuano
pagsalamin,cebuano
up-up,cebuano
preserbahin,tagalog
pagbisibis,cebuano
sákù,cebuano
alpabeto,tagalog
inisyatiba,tagalog
tugutan,tagalog
umisip,tagalog
amistad,cebuano
magpahindi,tagalog
kahilera,tagalog
kasubo,cebuano
paragrap,tagalog
kulyar,tagalog
kabalaka,cebuano
pagbaklay,cebuano
kátap,cebuano
kandungga,cebuano
mapasara,tagalog
tigsumbong,cebuano
katagbawan,cebuano
hanghang,tagalog
peklatin,tagalog
ikabalhin,cebuano
hawong,tagalog
loob,tagalog
hatag,cebuano
ubás,hiligaynon
dagison,tagalog
dekorasyunan,tagalog
alilisan,tagalog
bolobáyhon,hiligaynon
Miyerkules ng abo,tagalog
di-mahahabol,tagalog
bonita,tagalog
bangkaagan,cebuano
kurok,tagalog
magkatokaya,tagalog
kaliwain,tagalog
magpagugol,tagalog
parinti,cebuano
building,cebuano
idarang,tagalog
makapagtaka,tagalog
yungatyúngat,cebuano
pagkalipumpunan,tagalog
pag-iibigan,tagalog
dut-uy,cebuano
magbabasta,tagalog
maiwaksi,tagalog
rundalya,cebuano
talaba,cebuano
parentisis,tagalog
kríma,cebuano
gusto,cebuano
tistǎr,cebuano
balangaw,cebuano
mabaw,cebuano
ayain,tagalog
patakdo,cebuano
mangunkong,cebuano
prime,ilocano
mantalaan sa mga minugbong balita,cebuano
putul,cebuano
halangdon,cebuano
tambalanan sa sugpaon,cebuano
magkasinghaba,tagalog
G.,tagalog
sampalukan,tagalog
salamayón,hiligaynon
sa usa ka gatus,cebuano
katulin,cebuano
baiki,tagalog
lagasin,tagalog
dusipil,cebuano
dunsilya,cebuano
piso,tagalog
bángkal,hiligaynon
paglalamay,tagalog
bitso,tagalog
búdhon,hiligaynon
magduling-dulingan,tagalog
mahangin ang ulo,tagalog
yubit,cebuano
alas diyes,cebuano
may-gayak,tagalog
hílway,hiligaynon
binalúndò,hiligaynon
mangagtipun-tipon,tagalog
paksi,cebuano
bukarilyu,cebuano
"hári, hárì",cebuano
kundi,cebuano
katukatu,cebuano
lumutos,tagalog
monarkiya,tagalog
libotanan sa planeta,cebuano
pagdumala,cebuano
lineasiyon,tagalog
gútut,cebuano
paggubat,cebuano
meriyenda,tagalog
clutch,ilocano
payag,tagalog
huruson,cebuano
sekreta,tagalog
gústo,hiligaynon
takiang,cebuano
magbigay-bisa,tagalog
apostolika,tagalog
almismutyimpu,cebuano
masa,cebuano
magkatsoke,tagalog
dapit,cebuano
buo,tagalog
húkò,hiligaynon
higad,tagalog
kinahanglanon,cebuano
putusan,tagalog
trunsal,cebuano
bigsangán,hiligaynon
hilabot,cebuano
zenith,ilocano
nakasasawi,tagalog
apuyin,tagalog
katipon,tagalog
nakamamatay,tagalog
áni,cebuano
biérde,hiligaynon
dumoduong,cebuano
hándò,hiligaynon
piplum,cebuano
sama ng loob,tagalog
pagpasaya,cebuano
tapíti,cebuano
pákaw,cebuano
batok sa,cebuano
magkandarapa,tagalog
sang-at,cebuano
kombinasyon,cebuano
sikaran,tagalog
Makailan,tagalog
naknak,cebuano
indifference,ilocano
pinakamabuti,tagalog
shyness,ilocano
tubug,cebuano
yúpyup,hiligaynon
kabilinggan,cebuano
migakus,cebuano
hugpung,cebuano
pakikianib,tagalog
doon,tagalog
pasidungog,cebuano
mainaman,tagalog
háplak,hiligaynon
tapak,cebuano
distant,ilocano
sartén,hiligaynon
sápò,hiligaynon
hidál,hiligaynon
tagimpan,tagalog
dugang,cebuano
tiaw-,cebuano
magdalas-dalas,tagalog
pamaypay,tagalog
tinggalung,cebuano
tramp,ilocano
pants,cebuano
sibilsíbil,cebuano
impalible,tagalog
mabinantayon,cebuano
lumanghap,tagalog
bangyáw,cebuano
puwerta,tagalog
bangbang,cebuano
sablay,cebuano
sapatirya,tagalog
díya,cebuano
habwa,cebuano
buluk,cebuano
sanípa,hiligaynon
may pulong,tagalog
pust-úpis,cebuano
hapin sa lamisa,cebuano
yanong butang,cebuano
makaranggo,tagalog
kasado,cebuano
tagapaghugas ng pinggan,tagalog
belo,cebuano
banda,tagalog
walawala,tagalog
nag-uulik-ulik,tagalog
pasapinan,tagalog
wala'y hinungdan,cebuano
diha-diha,cebuano
swing,ilocano
sigay,cebuano
hapíl-hápil,hiligaynon
tapong,tagalog
tawig,tagalog
talan-awon sa suba,cebuano
wágtang,hiligaynon
halo-halo,cebuano
pakubos,cebuano
barko,cebuano
munumento,tagalog
bukaskas,tagalog
pagdagpi,cebuano
wala'y palad,cebuano
kaurian,tagalog
bat-ang,cebuano
ripiri,cebuano
estupado,tagalog
hiwalay,tagalog
paghawa,cebuano
dahúnug,cebuano
isabatas,tagalog
susyalayit,cebuano
lamira,tagalog
maglilinang,tagalog
irap,tagalog
malatuba,tagalog
bagtak,cebuano
mawalan ng bisa,tagalog
silya,cebuano
pamingkit,tagalog
karupukan,tagalog
padaliin,tagalog
luxury,ilocano
súbwag,hiligaynon
kutas,cebuano
kalamay-hati,tagalog
gamutin,tagalog
sunurang salikop,tagalog
madalakit,tagalog
lira,tagalog
kapunongan,cebuano
tamod,cebuano
pagtupok,cebuano
hayap,tagalog
kabal,tagalog
jewel,ilocano
gastádo,hiligaynon
kuko sa tiil,cebuano
librítu,cebuano
hinglayas,cebuano
káat,cebuano
bateriya,tagalog
tagasampay,tagalog
mopauli,cebuano
ngunot,tagalog
pag-ubos,tagalog
lanot,tagalog
panisin,tagalog
takúpis,cebuano
túnuy,cebuano
líkid,cebuano
lawis,cebuano
paghuwad,tagalog
sala-an,cebuano
súlib,hiligaynon
pagkamadali,tagalog
tubigon,cebuano
sipilya,cebuano
listo,cebuano
send,ilocano
magbuhat,tagalog
ipamagat,tagalog
luyat,cebuano
malamig ang ulo,tagalog
lugak,cebuano
lambu,cebuano
sudlanan,cebuano
pagpakisayod,cebuano
iphanan,cebuano
pakikisapi,tagalog
kuwarta,cebuano
boss,ilocano
manununod sa kabilin (lalaki),cebuano
góta,hiligaynon
kamaymayan,tagalog
mixture,ilocano
pagsalikway,cebuano
yaangyaang,cebuano
bigyan ng papel,tagalog
arko,cebuano
matulin,cebuano
padala,cebuano
gigikanan,cebuano
nakabubuti,tagalog
lumi,tagalog
sandúgù,cebuano
kadulasan,tagalog
response,ilocano
lapot,tagalog
wala'y sulod,cebuano
malapit-lapit,tagalog
kaparang,cebuano
bolók,hiligaynon
mantalaan,cebuano
panlabing-isa,tagalog
tuwang-tuwang,tagalog
mamingawon,cebuano
adelanto,tagalog
motorsiklo,tagalog
gumamot,tagalog
ipod,tagalog
hinang,tagalog
platik,cebuano
ibalikuko,tagalog
hinulgaan,cebuano
lipuwa,cebuano
sagír-om,hiligaynon
awtorisasyon,tagalog
mabdus,cebuano
sihang,tagalog
pagputikin,tagalog
wala'y sapayan,cebuano
batong-gilingan,tagalog
mambangga,tagalog
heograpiya,tagalog
kulti,tagalog
kakulang,cebuano
sa magdudula,cebuano
cannon,ilocano
munarkíya,cebuano
úlà,hiligaynon
kang,cebuano
pagsusuksok,tagalog
búklang,hiligaynon
tib-ul,cebuano
kúut,cebuano
paray,cebuano
tambayayong,cebuano
labis na katabaan,tagalog
púsing,cebuano
munisipyo,tagalog
gayakan,tagalog
tagimtim,cebuano
ulî,hiligaynon
"wáswas, wás-was",hiligaynon
uban,tagalog
dagdagan,tagalog
hutoy,cebuano
salungguhit,tagalog
agianan,cebuano
aliwas,cebuano
talaan,cebuano
pumawi ng uhaw,tagalog
makagugulang,tagalog
higupin,tagalog
resipe,cebuano
purawundir,cebuano
tin-is,tagalog
sumingkil,tagalog
prisohan,cebuano
panumpa,cebuano
karugtong,tagalog
katesismo,cebuano
hadlukon,cebuano
hulog,tagalog
banáta,cebuano
paraygunon,cebuano
gunstabulári,cebuano
halamúl,hiligaynon
malupagi,tagalog
tanáman,cebuano
pag-aayuno,tagalog
hubaw,cebuano
darangin,tagalog
disturbo,cebuano
nagaalab,tagalog
monsieur,ilocano
hanginon,cebuano
labak,cebuano
lubakan,cebuano
arabi,cebuano
masigla,tagalog
malawak ang isipan,tagalog
limugmog,cebuano
sirain,cebuano
sangputanan,cebuano
pansut,cebuano
mabagay,tagalog
libu-libong taon,tagalog
sabihin uli,tagalog
batísta,hiligaynon
kita,tagalog
makita,cebuano
báag,cebuano
kuralun,cebuano
dailos,cebuano
igpapanas,cebuano
pangandam,cebuano
sagapsap,tagalog
kapitalismo,cebuano
eredero,cebuano
saramónggo,hiligaynon
oliba,tagalog
yabang,tagalog
dakog kaon,cebuano
matulingag,tagalog
paglubong,cebuano
tuyok,cebuano
paiklian,tagalog
pangkù,cebuano
linta,tagalog
pakurapin,tagalog
gust,ilocano
Marte,tagalog
pinsel,tagalog
baling na tablay,tagalog
dáyib,cebuano
"labhu, labhù",cebuano
makapaglayag,tagalog
guyákab,hiligaynon
kasabutan,cebuano
mga galamiton,cebuano
tiradurin,tagalog
haguros,cebuano
panustos,tagalog
kalhang,cebuano
hisúpu,cebuano
bulúksan,hiligaynon
pagpapasalamat,tagalog
báso,hiligaynon
lubid,tagalog
hilunó,hiligaynon
alapaap,tagalog
manabik,tagalog
kaniya (lalaki),cebuano
busina,tagalog
entablado,tagalog
tukarul,cebuano
larga,cebuano
liwat,cebuano
habál,hiligaynon
kato,cebuano
tumba,cebuano
súlut,cebuano
mahanda,tagalog
lundagan,tagalog
tagpo,tagalog
suní-súni,hiligaynon
mataasan,tagalog
urakulu,cebuano
talob,tagalog
insayklupidya,cebuano
mabalumbon,tagalog
"diriktúri, dirikturyu",cebuano
gisaw,tagalog
tamay,cebuano
pagsilpi,cebuano
kapinuhan,tagalog
siglo,tagalog
kalibunan,cebuano
harianon,cebuano
pagtanyag,cebuano
emporium,ilocano
makahatinggabi,tagalog
natawhan,cebuano
inila pag-ayo,cebuano
incoherent,ilocano
matistis,tagalog
pinagkrusan,tagalog
sábun,hiligaynon
magpormal,tagalog
ikatwiran,tagalog
pantambak,tagalog
lawsi,cebuano
sampagíta,cebuano
mabay,cebuano
kasta,cebuano
"miniral, minirális",cebuano
paskwa,tagalog
hantung,cebuano
maasul,tagalog
lagablab,tagalog
ribintador,tagalog
malaya,tagalog
paglutaw sa hangin,cebuano
doorknob,ilocano
panrekado,tagalog
madamdamin,tagalog
pag-ug-og,tagalog
dáhup,cebuano
pampaginhawa,tagalog
kubung,cebuano
halampángan,hiligaynon
kalumban,tagalog
silent,ilocano
makahayop,tagalog
supsup,cebuano
kumalagkù,cebuano
di-magkasundo-sundo,tagalog
bisan pa niana,cebuano
láwug,cebuano
salabat,tagalog
tawag sa kasal,tagalog
bariwás,hiligaynon
kahabugon,cebuano
tampalasan,tagalog
makapilit,tagalog
plano,tagalog
bayani,cebuano
padaluhin,tagalog
salipdanan sa suga,cebuano
kisdung,cebuano
bangos,tagalog
patalinghog,cebuano
tatlu-tatlo,tagalog
pampurga,tagalog
pumihit,tagalog
tugob sa,cebuano
irregular,ilocano
neutral,ilocano
lumus,cebuano
rimáti,cebuano
lagbas,cebuano
paningog,cebuano
decorate,ilocano
isalingit,tagalog
bowtser,tagalog
ngikngik,tagalog
dinaliang kinahanglan,cebuano
margin,tagalog
electrocute,ilocano
panuigon,cebuano
gisáng,hiligaynon
nakapagpapapawis,tagalog
tangay,cebuano
rára,hiligaynon
kumudkumud,cebuano
Greko,tagalog
dugay,cebuano
humandulong,tagalog
magduda,tagalog
mamalsa,tagalog
panapon,tagalog
pusitib,cebuano
