letter,word,definition,dialect,sentiment
b,búdlò,"Protruding (of eyes); to protrude, stand out. Nagabúdlò ang íya mga matá-or-búdlò siá sing matá. His eyes are protruding. He is pop-eyed. ",hiligaynon,
b,búdlò,See the following búdloy. ,hiligaynon,
b,búdloy,The tip or end of tubers and other roots. Ginúbus níya sang káon bisán pa ang mga búdloy sang úbi. He finished even the root-tips of the úbi (uvi yam). ,hiligaynon,
b,búdngan,"From búlung, búrung-to spin; to admire, be astonished, etc. ",hiligaynon,
b,búdol,A kind of jelly fish. ,hiligaynon,
b,budóng,"(B) Taciturn, silent, of few words, not talkative, uncommunicative, shy, bashful, timid, retiring, keeping aloof from others out of caution or timidity. Budóng nga táo. A taciturn or timid man. Anó ang ginapabudóng mo? What makes you timid? Why are you so reserved or retiring? Indì ka magpabudóng. Don't be shy or timid, (see komód, mahípus). ",hiligaynon,negative
b,búdul,"Stocky, stumpy, thickset, fat, stout, low in stature, but large in circumference; to be or become thickset, etc. Búdul nga táo. A thickset, stocky, stout man. Nagbúdul siá. He has grown stout. Nabudúlan akó sa íya. He appeared to me to be rather corpulent. (see pudól, tipúngkò, karibúd, karibudó). ",hiligaynon,
b,"budyáwi, budyóng","See budiáwi, budióng. ",hiligaynon,
b,buélta,"(Sp. vuelta) Return, coming back; to return, come back, retrace one's steps. Sán-o man ikáw magabuélta? When are you coming back? Nakabuélta siá? Has he returned? Sa pagbuélta mo dálhan mo akó sing tinápay. On your return bring me along some bread. Huy, sapiór, bueltahón mo akó karón. Hi. chauffeur, come back and fetch me soon. Húo, pahulamón ko ikáw siníng maléta, ápang ipabuélta mo sa ákon sa madalî. Yes, I'll lend you this hand-bag, but mind and have it returned to me soon. Ari na ang maléta nga ginbuélta (ginpabuélta) níya. Here now is the handbag he brought (sent) back. Naglakát siá sa Ilóngílong kaína sang ága kag nagbuélta siá siníng hápon. He walked to Iloilo this morning and came back this afternoon or evening. (see bálik, paúlì, panumbalík, ógpot). ",hiligaynon,
b,bueltá-buélta,"To go, walk or pass to and fro, be coming and going repeatedly. Anó ang ginabueltábuélta mo? What are you walking to and fro for? Why are you coming and going so often? (see balíkbálik). ",hiligaynon,
b,buenabísta,"(Sp. buena vista) A fine view; a kind of ornamental plant of various shapes and sizes and all with beautiful leaves, found in almost every house-garden. ",hiligaynon,positive
b,buéno,"(Sp. bueno) Good, well, all right. Buéno, tápus na. Good, that's all. Buéno, lakát na kitá. All right, let us go. (see maáyo). ",hiligaynon,
b,búg-at,"Weight, heaviness, ponderousness, heftiness; to be or become heavy, weighty, ponderous, hefty. A, nagbúg-at na ang báboy. Well, the pig has become heavy now. Nagbúg-at na ang kárga ko, kay nagbínhod ang ákon abága. My load feels heavy, because my shoulder is benumbed. Nabug-atán akó sinâ. That was too heavy for me. Indì ka magpabúg-at sang ímo láwas kon mapatíbong ka. Don't let yourself be a dead-weight, when you are carried on a man's shoulders. Fig.: Indì ka magpabúg-at sang pangabúhì sang ímo mga ginikánan. Don't be a burden to your parents. Nagbúg-at na kaáyo ang íya pagbátì. His condition has become very serious. He is very dangerously ill. (see tágbong). ",hiligaynon,negative
b,búg-ong,"Fat, having plump cheeks, fat-faced. (see baragóok). ",hiligaynon,
b,bug-óngan,"Of fat-, plump-, cheeks, having puffy cheeks; a kind of large, fat frog. ",hiligaynon,negative
b,búg-os,"Whole, entire, complete; to do something fully, completely, thoroughly. Ang búg-os nga panimaláy. The entire family. Sa búg-os níya nga kusúg. With all his strength. Bug-osá ang ímo hunâhúnà nga sa Manílà ka makádto. Make up your mind fully, that you will go to Manila. Bug-osí siá sang ímo pagtábang. Assist him with right good will. Give him all the help you can-or-that he needs. Ibúg-os mo ang paghátag sang ímo dútà sa ímo mga apó, kay walâ man ikáw sing anák nga buhî. Give all your land to your grandson, as you have no son living. (see tanán, bilóg). ",hiligaynon,positive
b,búgà,"A kind of whitish, soft sandstone. (see dínglè-a darker kind of sandstone). ",hiligaynon,positive
b,bugá,"To belch forth, spit out, as a volcano; to chew betelnut, spit it into the hand, rub if and then apply it as an ointment to a child, etc. to protect it against catching a cold, stomach-ache or the like. Ang bolkán nagbugá sing mga bató nga natúnaw sa kaínit. The volcano threw out molten stones. Bugahí ang bátà sing minamâ. Rub the baby with chewed betelnut. Ipabugá mo sa íya ang ímo bátà, kay siá nagamamâ. Hand your baby over to her for a rubbing, for she is chewing betelnut. Nagsakít ang tiyán sang bátà, kay walâ níla pagbugahí. The child got a stomach-ache, because they did not massage it with chewed betelnut. ",hiligaynon,positive
b,"bugâ-búgà, bugâ-bugâ","Dim. of búgà. Like white sandstone: full of such sandstone. Inday, batóna akó, kay malápad ang ákon dútà; bisán bugâbugâ, ápang kargádo sa pasákà. Sweetheart, accept me, for my lands are extensive; they may be full of white sandstone, but they are watered by irrigation. ",hiligaynon,
b,bugáhay,"To flow over, overflow, flow-out,-off. Nagabugáhay ang túbig. The water overflows. Sang pagtokád ko sináng bakólod nagbugáhay gid lang ang ákon bálhas. When I ascended that hill, my perspiration flowed in streams. Ginpabugáhay níla ang túbig sa talámnan. They caused the water to flow over the field. Pabugaháya ang túbig. Let the water flow-or-cause the water to flow. Pabugaháyi ang humáy sing túbig. Flood the rice-field. (see sagáhay, áwas, ílig, balagáhay). ",hiligaynon,
b,bugáhod,"Rubbish, dirt, refuse, extraneous matter (as mixed with fish in a fishing net, etc.). (see alibáhod, ságbot, hígkò). ",hiligaynon,negative
b,bugál,"Pride, haughtiness, vainglory, arrogance, loftiness, insolence, overbearing conduct. Walâ siá sing bugál. There is no pride in him. Pagbinugál, pagpabugál-to be proud. Indì ka magpabugál. Don't be proud. Ang mga nagabinugál talamáyon. Proud people are contemptible. (see dayáw, pagkamatinaastaáson). ",hiligaynon,negative
b,bugalán,"Proud, overbearing, insolent, haughty, lofty, vainglorious, stuck-up, puffed up. ",hiligaynon,
b,bugalón,"See bugalán. Also: To be or become proud, etc. Indì ka magímpon sa mga bugalón, kay bâsì magbugalón ka man. Don't associate with the proud lest you should become proud yourself. Nabugalonán akó sa íya. He is too stuck-up for me. He appears to be showing off. (see matinaastaáson). ",hiligaynon,positive
b,bugánà,"Plentiful, abundant, galore: to be abundant, etc. Nagabugánà na ang kwárta, humáy, ísdà, etc. Money, rice, fish, etc. are now plentiful. Nabuganáan kamí dídto sang pagkáon. We had plenty to eat there. Sang isá ka túig nagbugánà ang pinatubás. A year ago the harvest was abundant. (see dagáyà, dagásà, abúnda). ",hiligaynon,positive
b,bugáng,A reed-like grass. See búdlang. ,hiligaynon,
b,buganóy,"A frequent loose stool: to have a frequent loose stool as people suffering from dysentery or diarrhoea. Nagabuganóy siá. He has a frequent loose stool. (see lupút, panlibáng). ",hiligaynon,negative
b,bugás,"Hulled rice; pimple; to hull or be hulled (of rice). Nagbugás na ang humáy sa lusóng. The rice in the mortar has been hulled. Ang duhá ka pásong ginbugás ko sa pándut. I had two bushels of rice hulled for the feast. Bugasá iníng isá ka gántang. Pound or hull this ganta of rice. Bugasí akó sing napúlò ka gántang sa mga dumulúaw. Hull me ten gantas of rice for the visitors. Ginabugasán akó ni Fuláno. I am supplied with hulled rice by N.N. Binugás mo na ang pilít nga sulumanón kag ilibusón? Have you hulled glutinous rice for making súman (cooked rice mixed with sugar and the juice of coconut-meat) and íbus (rice mixed with the juice of coconut-meat, wrapped up in coconut-leaves and boiled)? May tátlo ka bugás siá sa guyá níya. He has three pimples on his face. (see humáy, pálay-unhulled rice: kán-on-cooked rice). ",hiligaynon,negative
b,bugás-búgas,"Dim. of bugás. Also: Young, small fruit of the betelnut palm. ",hiligaynon,
b,bugasón,"Pertaining to rice, full of rice; pimpled or spotted as if with rice-kernels, especially said of diseased pork looking as if a great number of rice-kernels were imbedded in it. Indì akó makaúyon sang báboy nga bugasón. I do not like to eat spotted pork. ",hiligaynon,positive
b,bugáw,"Anything used (as a stick, whip, etc.) for driving away or scaring off an animal, or the like. (see búgaw). ",hiligaynon,
b,búgaw,"Pimp, procurer, bawd, go-between, (see agwatáto). ",hiligaynon,negative
b,búgaw,"To drive or scare away. Bugáwa ang manók, píspis, kánding, etc. Drive away the chickens, birds, goats, etc. Bugáwi ang ugá sang manók. Scare the chickens off the dry rice. Ipabúgaw sa bátà ang mga kánding sa hardín. Let the boy drive the goats out of the garden. Binugáwan níla ang humáy sang mga máya. They scared the maya-birds off the rice-field. Ibúgaw akó ánay siníng mga manók. Please, drive off these chickens. (see tábug, íway, pahalín). ",hiligaynon,negative
b,bugáy,"Gift, present, donation, favour; to make a gift or donation. Ginbugayán siá sang Mahál nga Diós sing madámù nga mga grásya. He had many graces bestowed upon him by God. Ang mga bugáy sang Diós nga Espiritú Sánto. The gifts of the Holy Ghost. Ginbugáy sang Diós sa áton ang Sántos nga Pagtóo. God granted us the gift of Holy Faith. Iníng makalilípay nga tabû bugáy sang Diós sa ímo. This joyful event is a favour sent you by God. (see hátag, dólot, dúlut, regálo). (N.B. ""bugáy"" is almost exclusively used for supernatural gifts or favours received from God). ",hiligaynon,positive
b,buggaítan,"Prominent, outstanding, excelling, excellent, surpassing, the best (of a kind). (see lágting, tínggas, lutáw, alîálì, bántug). ",hiligaynon,positive
b,búghà,"(B) To open, cut open. Bughaá ang lubí. Cut open the coconut. Bughaí akó sing isá ka lubí. Cut open for me one coconut. Ibúghà akó ánay sináng lubí. Kindly open that coconut for me. (see bukâ, balángkà). ",hiligaynon,
b,búghat,"Relapse; to suffer a relapse, fall sick again. Andam ka, agúd índì ka mabúghat. Take care, lest you have a relapse. Si Fuláno nga bág-o pa lang magáyo sa balaód nabúghat na, kay walâ siá magámlig sing maáyo sang íya láwas. N.N. who has lately recovered from dysentery has had a relapse, because he did not take good care of himself. (see lúkmat). ",hiligaynon,negative
b,bugítbugít,"To flow or trickle in small and frequent quantities, said of light rain, urine, diarrhoea, or the like. Nagabugítbugít ang kalibútan. It rains a little at frequent intervals. It is showery weather. ",hiligaynon,
b,búgkos,"A bundle, parcel, fagot, faggot, bale, package, anything tied together with a string; to tie, bind together, fasten with a string, make a bundle or parcel of. Bugkosá ang písì, káhoy, pinutús, etc. Tie the rope, the wood, the parcel, etc. Bugkosi akó sing káhoy nga pilá ka nahót. Make me a bundle or fagot of a few sticks of wood. Ibúgkos akó sang ákon kwárta sa ímo nga pányo. Please, tie up my money in your handkerchief. Gatóng nga binugkosán. Firewood made up in fagots or bundles. Ang isá ka búgkos nga káhoy, kawáyan nga liníyas, tubó, tabákò, etc. A bundle of wood, of split bamboo, of sugar-cane, of tobacco-leaves, etc. (see bágtong, putús, binágtong, pinutús). ",hiligaynon,negative
b,búgnà,"Revelation, inspiration; to reveal, inspire. Ang búgnà (ni) kay San Huán. The revelations of St. John. The Apocalypse. Ginbugnaán sang Diós si San Huán Ebanhelísta sing madámù nga mga butáng nga tinágò. God revealed to St. John the Evangelist many hidden things. Ginbúgnà sang Diós sa mga Sántos ang madámù nga mga palaabúton. God revealed to the Saints many future happenings. Nabugnaán ang mga manunúlat sang Bíblia. The writers of the Bible were inspired. ",hiligaynon,positive
b,búgnak,"To pour down, fall, drop, flow (of rain, tears, etc.; see búnok, púgnak, tágnak, táktak). ",hiligaynon,
b,búgnaw,"Cold, chill, chilliness, coolness; frigidity, freshness; to be or become cool, fresh, frigid, chilly, keen, bleak, raw, nipping, piercing, bitter, biting, cutting, chill. Ang túbig nagbúgnaw sa bangâ. The water has cooled in the water-jar. Ginpabúgnaw níla sa hángin ang túbig nga inínit. They cooled the hot water in the fresh air. Ipabúgnaw mo akó siníng kapé, kay índì akó kaúyon sang kapé nga lakás kaínit. Kindly cool this coffee for me, for I do not like coffee that is too hot. Nabugnawán akó siníng hángin. This wind is quite refreshing. I feel (comfortably) fresh in this wind. Nagabúgnaw na ang íya gúgma. His love is growing cold. (see túgnaw, lamíg, ramíg, yamíg). ",hiligaynon,positive
b,búgnay,"A kind of tree with edible fruit; its wood is not of much use, except as firewood, and for making rice-mortars. ",hiligaynon,
b,búgno,"To speak to, be on speaking terms with, converse with, have social relations with, make friends with, make it up. Walâ na gid silá magbugnohánay siníng duhá ka simána nga naglilígad. They have not spoken to each other for the last two weeks. Magbúgno ka sa íya or bugnohá siá. Speak to him. Converse with him. Humalín sang pagsúay níla sádtong isá ka ádlaw walâ gid silá magbugnohánay. Since their quarrel the other day they have not spoken to each other. Walâ na silá pagbugnohánay. They are not on speaking terms any more. (see támyaw, pakigpulóngpúlong, hámbal, abíábi). ",hiligaynon,negative
b,búgnos,"To gather-, collect-, remove-, take away-, withdraw-, live coals or firewood, so that a fire may not burn brightly. Bugnosá ang gatóng. Take the firewood off the fire. Bugnosí ang tiníg-ang. Withdraw the firewood from under the freshly cooked rice. Diín ka maghalín?-Sa digamohán, kay nagbúgnos akó sang tiníg-ang. Where do you come from?-From the kitchen, because I have taken the firewood from under the boiling rice. ",hiligaynon,negative
b,búgnot,"To tear-, pull-, wrench-, drag-, out with some force. Bugnotá ang íya bohók. Pull out his hair. Bugnotí siá sing isá ka búknit nga bohók. Tear out a pinch of his hair. Ginbúgnot níla ang dílà sang báka nga iníhaw. They wrenched out the tongue of the slaughtered ox. Ibúgnot mo akó sináng haló sa búhò. Please, drag that iguana out of the hole for me. (see hábnus, húnus, gúnut, lúk-ad, lúkat, gábut, húlbot). ",hiligaynon,negative
b,bugô,"(B) Short; brief, curtailed; to shorten, become short. Ginbugô ko ron ang ímo sóol, súlnga.-Hóod, mayád man, pay pabugoí pa gid ti sángka pulgáda. (see Ginlíp-ot, ko, na, ang, ímo, pakô, tan-awá, -Hóo, maáyo, man, ápang, palip-otí, pa, gid, sing, isá, ka, pulgáda). I have shortened your sleeve, look here.-Yes, all right, but shorten it by one inch more. Bugoá ang pagútud sang tápì. Cut the plank short. Bugô nga bánko, kalát, sulát, etc. A short bench, rope, letter, etc. Bugoón mo ang soól sang ákon báyò. Shorten the sleeve of my jacket. Make a short sleeve for my jacket. (see líp-ot). ",hiligaynon,
b,bugó,A large-sized kind of maize that requires a rather long time to ripen (hudyánan). The smaller kind (munáhan) ripens quicker. ,hiligaynon,
b,bugól,"See bulúg-short-haired, close-cropped, etc. ",hiligaynon,
b,bugól-bugól,"Lumpy, full of little lumps, covered with lumps, rough. (see bigólbigól, bilógbilóg). ",hiligaynon,
b,búgras,"To break off, snap asunder, part, as a string or the like. Nabúgras ang kalát nga nahigót sa bálsa (nahígtan sang bálsa). The rope to which the ferry was attached snapped in two, parted. Bugrasá ang hílo. Break off the thread. Bugrasí akó ánay sang písì siníng pinutús. Kindly break the string of this parcel. Sa dakû nga kasubô daw sa mabúgras ang mga nahót sang íya tagiposóon. On account of great sorrow her heart-strings are almost breaking. Ang kalát mabúgras sa nagamayán. The rope will snap where it is thinnest. (see útud, tígpò, lígtas, búgtò). ",hiligaynon,negative
b,búgrit,"Boaster, braggart, bluffer; to boast, brag, vaunt, bluff. Daw si Búgrit ka. You are a veritable braggart. Indì ka magbúgrit (magpabúgrit). Don't boast. Indì mo pagipabúgrit ang diótay mo nga pagkasampáton. Don't brag about your little accomplishments. Ginpabúgrit níya ang diótay níya nga tinón-an. He boasted of his little learning. Indì mo siá pagpabugritán (pagbugritán). Don't boast in his presence. (see hámbug, hádak, búr-it, wákal, etc.). ",hiligaynon,positive
b,búgrong,"Full-bodied, fleshy, fat, corpulent, stout, obese; to be or become stout, etc. Nagbúgrong siá. He grew stout. (see búg-ong). ",hiligaynon,negative
b,bugróngan,"Very fleshy, very fat, double-chinned, very plump as to the cheeks. (see búgrong). ",hiligaynon,
b,búgsak,"To put-, throw-, chuck-, down with some force, drop violently. Indì nínyo pagibúgsak ang baúl, kóndì ibutáng sing mahínay. Don't drop the box with violence, but put it down gently. Ginbúgsak (pinúsdak) níya ang bayóong kag nabúung ang mga botílya sa sulúd. He threw the bag down and the bottles inside broke. Bugsakí ang idô sing bató. Throw a stone down on the dog (with some force). (see púsdak, púgsak). ",hiligaynon,
b,búgsay,"An oar, paddle, scull; to strike the water with an oar, to paddle, scull. Bugsayá ang túbig. Beat the water with the oar. Bugsayí ang bóte. Row the boat. Ibúgsay akó sing diótay nga tión siníng bóte. Please, row this boat for me for a short time. Paanó ang pagdúngkà nínyo, sa búgsay ukón sa láyag? How did you reach land, by means of oars or sails? ",hiligaynon,negative
b,búgsò,"A part, share, division, piece, small heap of meat, fish, etc.; to divide, portion out, cut in parts, make small heaps of. Bugsoá ang kárne sing waló ka atádo nga mamísos. Cut the meat in eight pieces of a peso-worth each. Bugsoí akó sing bále pisítas sináng atádo. Cut me off a peseta worth of that piece. Ibúgsò akó ánay siníng ísdà. Kindly cut up this fish for me. Binugsoán níya siá sing bále salapî. He cut him off a piece worth fifty centavos. (see híwà, gulút, gíray, giráy, dolón, atádo, túmpok). ",hiligaynon,positive
b,búgsok,"Stake, post, upright, driven into the soil for a fence, etc.; to drive into the soil, plant a post and the like. Binúgsok na níla ang búgsok. They have driven the post into the ground. Bugsokí sing halígi iníng búhò. Set up a post in this hole. Ibúgsok mo akó ánay siníng kawáyan. Kindly drive that bamboo into the ground for me. Nagbúgsok silá sing Krus sa ibábaw sang linúbngan. They planted a cross above the grave. Ang solár nga pagapatindogán níla sang bág-o nga baláy nabugsokán na sing waló ka halígi. The ground on which they are going to erect the new house has already eight posts set up in it. ",hiligaynon,
b,búgtas,"To break, snap (of ropes, etc.). (see lúgtas, lígtas, búgras, búgtò, útud). ",hiligaynon,positive
b,búgtas,"To harm, injure, weaken, enfeeble. Nabugtasán siá sa gútum, trabáho, úhaw, etc. He was weakened by hunger, work, thirst, etc. Indì mo pagbudlayón ang báka sing támà, kay básì mabugtasán. Don't give your ox too much work to do, lest he should come to harm. ",hiligaynon,positive
b,búgtaw,"Awake, waking; to wake, awaken, get up, rise, open one's eyes after a sleep, be aroused from sleep. Nakabúgtaw (nagbúgtaw) na siá?-Hóo, kay ginpabúgtaw ko siá. Is he awake now?-Yes, for I woke him. Búgtaw ka, kay ádlaw na. Wake up, for it is bright day. Pabugtawá siá. Wake him. Ginbugtawán níya yádtong gáhud. He was-waked,-woke,-woken,-wakened,-awakened,-roused, by that noise. He woke up at that noise. Ipabúgtaw akó ánay sa íya. Please wake him for me. Bugtawí sa buás ang paggalíng sang tubó. Rise tomorrow in time for the milling of the sugar cane. Rise very early tomorrow morning for the milling of the sugar cane. (see matá, pamúka, agáp). ",hiligaynon,positive
b,búgtò,"(B) Brother, sister; to be brothers or sisters. Nagabulúgtò silá. They are brothers, they are sisters, they are brother and sister. Nagpakigbúgtò siá sa ákon. He treated me as a brother. (see útud). ",hiligaynon,negative
b,búgtò,"To break, snap, part, sunder. Indì mo pagbugtoón ang písì. Don't break the string. Ginbúgtò níla ang talikalâ. They broke the chain. Indì mo paghúgton ang kalát sing támà, kay básì mabúgtò. Don't tighten the rope too much, for it may snap. Nabugtoán kamí sing kalát sang pálò. Our rigging parted. Nabugtoán akó sing isá ka góta. One of my traces snapped. (see búgras, útud, tígpò, lúgtas, lígtas). ",hiligaynon,negative
b,búgtong,A kind of shrub similar to dalógdog. ,hiligaynon,
b,búgtong,"Only, solitary, exclusive, only specimen of the kind. Ang búgtong nga Anák sang Diós. The Only Son of God. ",hiligaynon,
b,búgtot,"Hunchback, humpback, crookback; to be or make oneself very small, bend low, back down, show fear, be intimidated. (see bóktot). ",hiligaynon,
b,bugtotái,A kind of shrub and tree. ,hiligaynon,
b,búgtoy,"Remiss, slack, not tight, not taut, loose, sagging; to be or become slack, etc., to linger, tarry. (see tugák, halúg, pabúgtoy). ",hiligaynon,negative
b,búgwak,"To flow freely, flow in a streamlet, flow profusely (of menorrhagia, etc.). Nagabúgwak ang dugô sa íya pilás. The blood is flowing copiously from his wound. (see búswit, busawít, busawák; talabirís, tululágay). ",hiligaynon,
b,búgwal,"To thrust, jab, stick, stab, prick, lunge at with an upward motion. Ibúgwal ang bagát sa haló nga dirâ sa díngding. Jab the pole against the iguana there on the wall. Bugwalá siá. Lunge at him from below. (see dúgdug, hárog, búngkol, búntal). ",hiligaynon,
b,búgway,"A small measure or quantity of thread or yarn. (see bás-ing, búknol). ",hiligaynon,
b,búgway,"To come forth, protrude. Nagbúgway ang tinái sang binunô. The bowels of the stabbed man protruded. (see gíway, gáway). ",hiligaynon,
b,buhâ,"(B) Wasteful, squandering, extravagant, thriftless, unthrifty, prodigal, improvident. Buhâ nga táo. A spendthrift. ",hiligaynon,
b,buhahâ,"See buhâ. Buhahâ siá nga táo. He is a squanderer, spendthrift, prodigal, (see maúdhà, mainusíkon, mahinguyángon). ",hiligaynon,
b,búhang,"Opening, gap, break, breach in a-dam,-dyke,-embankment,-levee, etc.; to open, breach a dam, etc. Buhángi ang kahón sang humáy. Make a gap in the bank of the rice-field. Ginbuhángan níla ang púnud sa subâ. They made a breach in the river-dyke. Ibúhang akó siníng púnud. Please, open this dyke for me. Nagasupón gid lang ang túbig dirí, kay walâ sing buhangán. The water, naturally, collects here, for there is no outlet. ",hiligaynon,negative
b,buhangán,"A breach-, gap-, opening-, in a dam, etc. ",hiligaynon,
b,búhat,"Deed, work, performance, act, action; to do, make, perform, accomplish, execute, fashion, turn out. Buháti akó sing delárgo, baúl, binangón, etc. Make me a pair of trousers, a trunk, a bolo, etc. Ibúhat mo akó sing kálò. Kindly make a hat for me. Iníng lugár, konó, pagabuhátan níla sing isá ka dakû nga baláy. In this spot, it is said, they are going to build a large house. Sín-o ang nagbúhat sinâ?-Akó amó ang nagbúhat.-Ngáa man nga ginbúhat mo? Who did that?-I did it.-Why did you do it? Usisáon mo sing maáyo ang mga binuhátan sináng táo. Inquire well into the doings of that man. Iníng mga káhoy ibúhat ko sa ákon baláy. These trees I'll make use of to build myself a house. Indì ka magbúhat sinâ. Don't do that. (see hímò, túga). Figuratively: Búhat na kon ginapaúlan ka sang ságad língkod. Stand up and move about, if you are getting cramped from sitting long. ",hiligaynon,positive
b,buhát,"Done, accomplished, performed, made. Buhát na ang baláy. The house is now finished, built. (see humán, tápus). ",hiligaynon,
b,búhat,"Verb. (see ngálan, butáng-noun). ",hiligaynon,positive
b,buháy-búhay,"(B) Dim. of búhay. A rather long time, during a considerable space of time. Buháybúhay ang paghulát níya túbtub nga nadángat níya inâ nga palangakóan. He had to wait quite a long time before he got that position. Buháybúhay ang íya pagántos sang balatían. He had to suffer from the disease a considerable time. (see dugáydúgay). ",hiligaynon,negative
b,buháy-buháy,"(B) Presently, shortly, at once, in a moment, in-, within-, a short time. Karón buháybuháy hapítan ko ikáw. I shall presently call upon you. I shall visit you soon. Karón buháybuháy maabút ang koríyo. The mail will be in shortly, within a short time. (see dugáydugáy). ",hiligaynon,
b,"búhay, buháy","(B) Long protracted (of time); to tarry, to be or remain long, etc. Búhay na nga-. It is long since-. Nagbúhay ka sa pagbakál siní. You were a long time buying this. Nabúhay na nga naghalín siá. It is a long time since he left. Nabuháyan (nabuhayán) akó sa ímo dídto. You tarried a long time and let me wait there. Indì na mabúhay kag magaabút ang tingulán. It will not be long before the rainy season is here. (see dúgay). ",hiligaynon,negative
b,buhayán,A kind of creeper with edible roots. ,hiligaynon,
b,buhî,"Alive, live, living, quick, existent, not dead; to live, be alive; to live, stay, reside, have one's abode or residence, remain. Buhî nga táo. A live man. A vigorous, energetic, alert, active man. A ""live wire"". Ang mga buhî kag ang mga minatáy. The quick (living) and the dead. Buhî pa si Fuláno?-Hóo, buhî pa siá. Is N.N. still living?-Yes, he is living still. Kútub sang pagsulúd níya sa pagkamónha nagkabuhî pa siá sing napúlò ka túig. From the time of her entrance into the order she lived ten years. Ang pagkabuhî (pagkinabuhî) níla sa íla umá matáwhay kaáyo kag malinóng. They-are living,-live,-have lived, a very happy and quiet life at their farm. (see búhî, patáy-dead; puyô, lúntad, amoyóng, estár). ",hiligaynon,negative
b,búhì,"To bring back to life, raise to life, resuscitate, revivify, revive, restore to life; to be or get-free,-loose, to escape from confinement; to free, release, liberate, let go; to support, sustain, maintain. Buhíon mo ang bátà ko, kay kon índì, ambót sa ímo. Bring my baby back to life, for if not, I don't know what will happen to you. Ginbúhì liwát sang Aton Ginóo si Lásaro. Lazarus was raised to life again by Our Lord. Nakabúhì ang báboy sa tángkal. The pig got out of the sty. Buhíi (búy-i) ang mga báka sa buhián. Let the cattle roam about free-, loose-, in the pasture. Ginbuhían sang bátà ang píspis sa háwla. The boy let the bird out of the cage. Nabuhían na ang mga gintotón-an, ang mga binilánggò, etc. The students have been-dismissed,-given leave to depart (from the school), the prisoners have been set free, etc. Buhíi (búy-i) ang binángon. Release your hold on-, drop-, the bolo. Binúy-an (binuhían) níya ang tulún-an. He dropped the book. Siá amó ang nagabúhì sa íya mga ginikánan. He is the one that supports his parents. (see bánhaw, luás, gwâ, sagúd, agubáy). ",hiligaynon,negative
b,buhián,"Pasture, open field where domestic animals may graze and roam about free. (see burúy-an). ",hiligaynon,
b,búhin,"Diminution, reduction, deduction, subtraction, lessening; to lessen, diminish, reduce, deduct, subtract, take off. Nagaamát-amát sang búhin ang humáy. The rice is slowly getting less. Nakabúhin siá sang arína. He took off some flour. Ginbuhínan níya ang swéldo sang íya mutsátso, kay matámad, konó. He lowered, docked, the wage of his servant, for he is lazy, he says. Buhíni ang bilí siní, kay támà kamahál. Lower, cut, the price of this, for it is too dear. Ibúhin mo akó sing isá ka pásong nga humáy sa íya párte nga limá ka pásong, kay may útang siá sa ákon. Please, deduct one bushel of rice from his share of five bushels, for he is in debt to me. Iníng tambóbo nga may humáy walâ pa sing búhin. This rice-granary has not yet been touched (no rice has been taken from it). Nabayáran ko siá sa waláy búhin. I paid him in full (without haggling on my part or remission on his). (see pakulús, paisót, padítay, patikî, kúpus, íban). ",hiligaynon,negative
b,buhís,"Tax, duty, tribute, toll, license; impost; to pay a tax, etc. Nakabuhís ikáw sang sédula, contribusyón teritoryál, etc.? Have you paid your cedula-tax, land-tax, etc.? Húo, bág-o pa lang akó magbuhís sinâ. Yes, I paid it only a short while ago. Ginbuhisán níla ang idô. They paid their dog-license. Iníng kwárta ibuhís ko sa ákon gantángan. I'll use this money to pay the tax on my ganta-measure. Ginbuhís ko na ang ápat ka mángmang sa ákon sédula, kay nagparekárgo silá sa ákon (or naparekargohán akó níla) tungúd sang ákon pagkamoróso. I have paid the four pesos for my cedula, for they charged me double on account of my being behindhand,-in arrear,-my not providing myself with a cedula in due time. ",hiligaynon,
b,búhò,"Hole, aperture, orifice, depression, cavity, hollow, opening; to make a hole, etc. Buhói iníng tápì, láta, kahón, dútà, etc. Make a hole in this plank, tin, box, ground, etc. Binuhóan na níla ang bulugsókan sang baláy. They have already made the holes in the ground on which the house-posts are to be set up. Ibúhò akó ánay sing isá ka láta nga gátas, kay ilakót ko sa kapé. Will you, please, open a tin of milk for me, because I wish to mix it with the coffee. Pagwaá ang haló sa íya búhò. Get the iguana out of its hole. ",hiligaynon,
b,buhô-buhô,"A number of small holes; full of small holes, perforated, riddled. Ang báyò mo buhôbuhô-or-madámù sing buhôbuhô. Your jacket is full of small holes. ",hiligaynon,
b,buhô-buhò,"A small hole, shallow depression, perforation, pore. Ang mga buhôbúhò sang pánit. The pores of the skin. ",hiligaynon,negative
b,buhokán,"One that has thick, bushy hair; hairy, shaggy, hirsute. (see bukhanán). ",hiligaynon,
b,buhokón,See bohokón. ,hiligaynon,
b,"buisít, buísit","Ill-starred, unlucky; luckless, unfortunate, miserable, out of luck; to be or become unfortunate, etc. Nagbuisít ang íya pangabúhì. His life became miserable. Indì ka magbána sa kay Fuláno, kay básì mabuisitán ikáw. Don't marry N.N., for you may be miserable with him. Nabuisitán silá sa karón nga túig sa íla nga pangúma, kay diótay gid lámang ang íla pinatubás. They were unlucky this year with their farming for their harvest was very small indeed. (see waláy, swérte, maláut, sing, pálad-or-síng, kapaláran, etc.). ",hiligaynon,negative
