text,language
bato,tagalog
paggalaw,tagalog
pagudpud,cebuano
likod,cebuano
higad,tagalog
malimbasugon,cebuano
sitihul,cebuano
putì,cebuano
makahadlok,cebuano
magkalaban,tagalog
haklup,cebuano
kapasidad,tagalog
túhus,cebuano
kandado,cebuano
di-matatagusan,tagalog
yawa,cebuano
panawain,tagalog
isa-isahin,tagalog
apugan,tagalog
komite,cebuano
sikatsikat,tagalog
tigmaya,cebuano
mapahuli,tagalog
lubug,cebuano
kilometro,cebuano
rámbing,hiligaynon
bukas ang isip,tagalog
bring,ilocano
firm,ilocano
talamayon,cebuano
karapatang mauna,tagalog
kápung,cebuano
hábà,cebuano
tudlo,cebuano
hangtod sa,cebuano
tikiltíkil,cebuano
kaluwasan,cebuano
wed,ilocano
mapagtatlo,tagalog
gamas,tagalog
sakyab,cebuano
súkad,hiligaynon
bandolin,tagalog
pagtuki,cebuano
salary,ilocano
tiyan,cebuano
may-halo,tagalog
tikdul,cebuano
tamaan,tagalog
inum og daghan,cebuano
ipermanente,tagalog
balátung,cebuano
makaisa,tagalog
fireworks,ilocano
basnig,cebuano
tino,cebuano
panalo,tagalog
magdingding,tagalog
pagngasab,tagalog
ugdáng-úgdang,hiligaynon
talungan,cebuano
alituntuning-panloob,tagalog
kalkal,cebuano
serye,tagalog
balatikál,hiligaynon
kasa,cebuano
maker,ilocano
bounty,ilocano
nilalakad,tagalog
suway bagyu,cebuano
pantalon,tagalog
matatap,tagalog
sitrato,tagalog
"takwal, takwar",cebuano
refreshing,ilocano
magyakag,tagalog
pangayam,cebuano
pagbinawo,cebuano
mamalsa,tagalog
ang mga,cebuano
sa tuong kamot,cebuano
pagtiaw,cebuano
magtubig-tubig,tagalog
ipayagpag,tagalog
salasala,tagalog
ganánsya,hiligaynon
"busísì, busîsî",hiligaynon
gurlis,tagalog
pandong sa lungon,cebuano
pag-entregahan,tagalog
kinadaplinan,cebuano
sampúngut,cebuano
nakatagustos,tagalog
koral,cebuano
baroto,cebuano
pangangalungkong,tagalog
hilumbo,tagalog
tanghagaon,cebuano
lakwatsero,tagalog
kalantaran,tagalog
magindapat,tagalog
nalalabi,tagalog
parnásu,cebuano
putos,cebuano
hilibíon,hiligaynon
hatirang-karera,tagalog
talipsay,cebuano
pagtamay,cebuano
kuryúsu,cebuano
magbagting,tagalog
sapnig,cebuano
di-pagkakatugunan,tagalog
ikatakli,cebuano
makapagana,cebuano
Abr.,cebuano
pagkamausisa,tagalog
salikwaot,cebuano
balit-ad,cebuano
reverend,tagalog
bandiyo,tagalog
dina,tagalog
butùbútù,cebuano
estorbo,tagalog
joyful,ilocano
pamurga,tagalog
balhin,cebuano
diwa,cebuano
bulitin,cebuano
banko,cebuano
hayblad,cebuano
sugatà,cebuano
suylas,cebuano
kalinyasan,cebuano
barángon,hiligaynon
huwad,cebuano
kabatuganan,tagalog
dayalug,cebuano
gulhù,cebuano
baso,tagalog
lunop,cebuano
bahalain,tagalog
mabalakid,tagalog
holágting,hiligaynon
tuhoy,cebuano
bantugan,cebuano
ngulngol,tagalog
duhal,cebuano
wíting lis,cebuano
hindi hiyang,tagalog
hagudilà,cebuano
gísì,hiligaynon
nagdasok,cebuano
peryodiko,tagalog
búwà,cebuano
paninda,cebuano
angdù,cebuano
italaksan,tagalog
diyablo,cebuano
taspuk,cebuano
reporma,tagalog
rúpak,hiligaynon
paglaktaw,cebuano
katapusan,cebuano
pangyamot,tagalog
kanahan,cebuano
komplement,tagalog
pagpapaluwang,tagalog
habol,cebuano
panatismo,tagalog
sedatibo,tagalog
sonambulo,tagalog
arbularyo,tagalog
magato,tagalog
tulabhù,cebuano
seisiéntos,hiligaynon
gíway,hiligaynon
bakíta,hiligaynon
bumangis,tagalog
balisungsong,tagalog
Bisaya,tagalog
katuwang,tagalog
sumbat,tagalog
dalumoy,tagalog
kasuko kaligutgot,cebuano
operasyon,tagalog
madamtan,tagalog
Teleryum,tagalog
raw,ilocano
alingísig,cebuano
constant,ilocano
kutog,tagalog
naglukop sa tanan,cebuano
bantayog,cebuano
park,ilocano
ngusuan,tagalog
miyerkoles,cebuano
lunsud,cebuano
galingán,hiligaynon
daot,cebuano
inaama,tagalog
dayal,cebuano
hilumon,cebuano
gamasan,tagalog
magalit,tagalog
makapabaskog,cebuano
wala'y labot,cebuano
pagpapakandili,tagalog
bangbang,cebuano
masinabuton,cebuano
yena,tagalog
liriko,tagalog
magkaila,tagalog
limpiyong,cebuano
uri ng tono,tagalog
búntal,hiligaynon
pagbibidbid,tagalog
pambubugbog,tagalog
bulatlat,tagalog
pinúun,cebuano
pagpatak,cebuano
bukaskas,tagalog
sinlaki nang tao,tagalog
pinal,cebuano
abutin,tagalog
soól,hiligaynon
uklaba,cebuano
pagbula,cebuano
pansingin,tagalog
maghagilap,tagalog
granstan,cebuano
magyibok,tagalog
pag-usab,cebuano
group,ilocano
bangág,hiligaynon
nang pareho batay sa,tagalog
daiti,tagalog
nígu,cebuano
klaro ng itlog,tagalog
saddle,ilocano
myopic,ilocano
yukbo,cebuano
gasolína,hiligaynon
adtut,cebuano
tuwas,cebuano
panamban,cebuano
bilíbid,cebuano
píking,cebuano
mabuot,cebuano
batakan,cebuano
kaalaman,tagalog
masangla,tagalog
pintasero,tagalog
kusmud,cebuano
pagkurogkurog,cebuano
gíwit,cebuano
exhaust,ilocano
tigpamaba,cebuano
deprivation,ilocano
surrender,ilocano
tulyapis,tagalog
maykasalanan (ang -),tagalog
baktirya,tagalog
anis,tagalog
náa,cebuano
magpunla,tagalog
karos,tagalog
pagsuay,tagalog
yaring-pabrika,tagalog
katiguman,cebuano
paabutin,tagalog
sugid,cebuano
pag-agas,cebuano
lawngun,cebuano
apong lalaki,tagalog
kata,tagalog
iskuyla,cebuano
mapangitan,tagalog
nadugmok,cebuano
mapanuyo,tagalog
huwásay,cebuano
muling pagpasok,tagalog
inggreso,tagalog
magsabon,tagalog
maharot,tagalog
hakad,cebuano
dalispang,cebuano
mamumukod,tagalog
baat,tagalog
magpatatag,tagalog
kumpay,tagalog
medyu-medyo,tagalog
suroy-suroy,cebuano
mumhu,cebuano
raun,tagalog
lunan,tagalog
walang-sinasabi,tagalog
pagamot,tagalog
mapanlibak,tagalog
matitip,cebuano
balíli,cebuano
bisung,cebuano
plíbuy,cebuano
ianib,tagalog
kuwanggol,cebuano
pagbugdo,cebuano
coin,ilocano
kalamantígì,cebuano
bugok,cebuano
sórò,hiligaynon
pagmabdos,cebuano
bunot,tagalog
mapingol,tagalog
pakapal,tagalog
paabot,cebuano
giluto,cebuano
palatitikan,tagalog
kumapkap,tagalog
mekanisado,tagalog
pagtalbog,tagalog
pinasinaw,cebuano
ipagpasikat,tagalog
hamíl,hiligaynon
tsasko,tagalog
wala'y nahot,cebuano
rudeness,ilocano
pasawain,tagalog
magdalawan,tagalog
mamimista,tagalog
talihabso,tagalog
makapinsala,tagalog
kuyos,cebuano
makisilingan,cebuano
amur sikrítu,cebuano
baug,cebuano
lumibot,tagalog
kalasag,tagalog
pangkug,cebuano
plastado,tagalog
kamakatlo,tagalog
exodus,ilocano
unahan,tagalog
paghagad,tagalog
sinumbong,cebuano
libra,cebuano
súlù,cebuano
w,hiligaynon
humpid,cebuano
plauta,tagalog
awat,cebuano
hat kík,cebuano
respect,tagalog
Kastelyano,tagalog
giba,tagalog
patadyong,cebuano
those,ilocano
pagpahimulos,cebuano
argumento,tagalog
mapahulion,cebuano
magpangulugi,tagalog
dalama,cebuano
sída,cebuano
tapa,tagalog
malakad,tagalog
toy,ilocano
may-pasubali,tagalog
maong,tagalog
insayo,tagalog
duhagi,tagalog
pawo,cebuano
rehistrádo,hiligaynon
sirbyinti,cebuano
tinday,cebuano
buláwis,cebuano
pagkasuya,tagalog
kosmetik,cebuano
bulawan,cebuano
iyagak,cebuano
interpret,ilocano
baruan,tagalog
sariksikón,hiligaynon
pirgula,cebuano
grease,ilocano
pagpamutos,cebuano
tagumbul,cebuano
hapung-hapo,tagalog
landong,cebuano
sakitanon,cebuano
sa tiil,cebuano
parakaidero,tagalog
pasampa,tagalog
bolo,ilocano
dangan at,tagalog
bayukbuk,cebuano
altu,cebuano
báut,cebuano
maninipak ug bato,cebuano
sap-ang,cebuano
lumiksyon,tagalog
trifle,ilocano
ikmat,cebuano
nguynguy,cebuano
paglihok,cebuano
landlord,ilocano
hilera,tagalog
pagkapareho,tagalog
encroach,ilocano
lagunlon,tagalog
kátin,cebuano
baley,tagalog
sa hustong-hustong oras,tagalog
maggiliwan,tagalog
sirain ang puri,tagalog
pangiti,tagalog
sa paaging kusog,cebuano
sóta,hiligaynon
diagnosis,ilocano
ayhab,cebuano
sanit,cebuano
ulî,hiligaynon
lumubog,tagalog
típ,cebuano
klirk,cebuano
entremetida,tagalog
riyúma,cebuano
bordón,hiligaynon
trak na pamatay-sunog,tagalog
semestre,tagalog
ínaw,cebuano
mas labaw,cebuano
huptan,cebuano
hálin,hiligaynon
dangat,cebuano
dili malihok,cebuano
bayno,tagalog
guba,cebuano
hunâ,hiligaynon
alahas,cebuano
tuktok,cebuano
ngurk,cebuano
sinatin,tagalog
hálob,hiligaynon
handámay,cebuano
panghilamos,tagalog
mestisa,tagalog
luto,cebuano
antibayutiku,cebuano
anak,tagalog
"yôyô, yóyò",hiligaynon
tamang-tama sa oras,tagalog
pagganansiya,cebuano
taliti,cebuano
kanína,cebuano
mapalitan,tagalog
igip,cebuano
kampana,cebuano
úba,hiligaynon
maalam,cebuano
pagbansay,cebuano
nasyonalidad,cebuano
tugno,tagalog
luxuriant,ilocano
imbalido,tagalog
paliko-liko,cebuano
bughuan,cebuano
magkaltas,tagalog
maakit,tagalog
pakanan,tagalog
pagbibigayan,tagalog
magtono,tagalog
hanggahan,cebuano
pagkaon,cebuano
muli't muli,tagalog
pagtugun-tugunin,tagalog
paglangyaw,cebuano
obey,ilocano
sakit,cebuano
kinasasalalayan,tagalog
tsarol,tagalog
gologúgma,hiligaynon
maliwanag ang isip,tagalog
pangangalumbaba,tagalog
hiluran,tagalog
tilburi,tagalog
aliwas,cebuano
mansu,cebuano
basin pa,cebuano
pagdukdok,cebuano
ukon-ukon,cebuano
gradwado,cebuano
gamay,cebuano
piho,cebuano
lansagin,tagalog
kalagsik,cebuano
sayup,cebuano
bakilí,hiligaynon
búlus,hiligaynon
spend,ilocano
kaanib,cebuano
kalapnit,tagalog
usapin,tagalog
halabas,tagalog
segmento,tagalog
bista,tagalog
díki,cebuano
binitaray,cebuano
gangay,cebuano
pwíra,cebuano
pasakit,cebuano
istádu,cebuano
closet,ilocano
mauban,tagalog
sinóndan,hiligaynon
matudloan,cebuano
matungo,tagalog
yáwà,cebuano
lúmung,cebuano
dagan,tagalog
pagpakita,cebuano
ang kakusog,cebuano
bángkal,hiligaynon
pinagkurusan,tagalog
hasaan,cebuano
bagay,tagalog
bohokón,hiligaynon
sunlut,cebuano
magkatiwa-tiwalag,tagalog
alon,cebuano
salawayon,cebuano
maiba ako,tagalog
mangingibkib,cebuano
alimúsan,cebuano
sipót,hiligaynon
sum-uk,cebuano
pagpapakasal,tagalog
produkto,cebuano
kalumaan,tagalog
bebero,tagalog
magdaramit,tagalog
Manluluwas,cebuano
pagbahin-bahin,cebuano
gána,cebuano
trapo,cebuano
tselista,tagalog
"bumibili, ang -",tagalog
ngipin ng tinidor,tagalog
lango,tagalog
pakita sa kamatuoran,cebuano
duwende,tagalog
kalatog,tagalog
igugo,tagalog
Dulong Silangan,tagalog
damn,ilocano
aksesoriya,tagalog
makapagpaantok,tagalog
bagsak,cebuano
nawnaw,tagalog
manggaya,tagalog
paglalis,cebuano
ipagtiwala,tagalog
iskríma,cebuano
peremptory,ilocano
adunahan,cebuano
pangompra,cebuano
piston,tagalog
magparipa,tagalog
gasang,cebuano
panghambug,cebuano
mao rag,cebuano
grap,tagalog
paghingiun,cebuano
kompeti,tagalog
labawng pamuno,cebuano
sagwan,tagalog
ispáring,cebuano
búsbus,hiligaynon
búnga,cebuano
masisi,tagalog
primero,tagalog
mapagkunwari,tagalog
panghaw,cebuano
appeal,ilocano
súpi,cebuano
pluma,tagalog
mamay,tagalog
balahak,tagalog
manaon,tagalog
balaybay,cebuano
unidúru,cebuano
buluhísan,hiligaynon
búskad,hiligaynon
bangkil,tagalog
kompleanyo,tagalog
rekisito,tagalog
lab-ak,cebuano
las-ut,cebuano
hiniráya,hiligaynon
yawan,cebuano
pilasin,tagalog
klase,tagalog
armas,tagalog
magulatin,tagalog
púta,cebuano
magkarera,tagalog
batikusan,tagalog
pagkasaktan,tagalog
answer,ilocano
alinugnog,tagalog
myapa,tagalog
fiendish,ilocano
karton,cebuano
pagsiksik,cebuano
sakit gikan sa irog-buang,cebuano
atrásu,cebuano
refinement,ilocano
bayé-báye,hiligaynon
tigáman,cebuano
salisi,cebuano
yadbut,cebuano
kalesa,cebuano
bahagya,tagalog
hanópoy,hiligaynon
tung-ol,tagalog
motion,ilocano
decay,ilocano
demand,ilocano
taong palaboy,cebuano
adlaw-adlaw,cebuano
papagsabihin,tagalog
kining matanga,cebuano
writhe,ilocano
lima ka dako,cebuano
tumuy,cebuano
patihayain,tagalog
wudrus,cebuano
kaisa,tagalog
tabo,tagalog
koleksyon,tagalog
makagawian,tagalog
mamahala,cebuano
kagaykay,cebuano
katunga sa kalibutan,cebuano
resma,tagalog
nagtakiang,cebuano
nahauna,cebuano
liyo,tagalog
umuri,tagalog
mature,ilocano
disappointment,ilocano
suat,tagalog
"sinúgal, sinugál",hiligaynon
kiyud,cebuano
ill-bred,ilocano
manggayuma,tagalog
nakapanasila,tagalog
sígwil,hiligaynon
salbahis,cebuano
húmul,cebuano
abangan,cebuano
kana,cebuano
buylu,cebuano
aradur,cebuano
akompanyamiento,tagalog
nakatanghal,tagalog
pharmacist,ilocano
matangi,tagalog
pagdakip,tagalog
wala'y kaluoy,cebuano
tibuagsà,cebuano
"bigól, bígol",hiligaynon
kagar,cebuano
pagka-Kristiyano,tagalog
pagsawaan,tagalog
pagsungag,cebuano
dili tinuod,cebuano
riyal istít,cebuano
agusahis,cebuano
kasaya,cebuano
pagkakaugnay-ugnay,tagalog
nagpasabot,cebuano
komedyante,tagalog
pilak sa mata,tagalog
marka,cebuano
senso,cebuano
taliptip,cebuano
pareha,tagalog
"mayhu, mayhum",cebuano
puyu,cebuano
dawat,cebuano
dulurúsu,cebuano
pagtutulakan,tagalog
pananahimik,tagalog
hagahas,tagalog
dayon,cebuano
mambuwisit,tagalog
pagkakaayon,tagalog
pagkakatuwa,tagalog
ikaluban,tagalog
paguga-ab,cebuano
pamaláyi,cebuano
mamukpok,cebuano
matilos,tagalog
senyasan,tagalog
kumupkop,tagalog
sarasay,cebuano
likhitab,tagalog
agoy!,cebuano
pag-ingil,tagalog
peril,ilocano
masítas,cebuano
taganas,tagalog
penoy,tagalog
ornitolohiya,tagalog
pangomidya,cebuano
hampas,tagalog
distinasiyun,cebuano
talahib,tagalog
manuluyan,tagalog
kasiningan,tagalog
Disyimbri,cebuano
pagtatabtab,tagalog
úmat,cebuano
sultag,tagalog
antuson,cebuano
bangyáw,cebuano
hagis,tagalog
dángaw,cebuano
daga,tagalog
tágas,cebuano
igbubuslot,cebuano
palíta,cebuano
itahan,tagalog
pagkatao,tagalog
pamintuhuan,tagalog
salansanin,tagalog
hurado,tagalog
pagtukod ug balay,cebuano
hingô,hiligaynon
hukong,tagalog
pagsibya sa kahanginan,cebuano
hunás,hiligaynon
gíkas,hiligaynon
isara,tagalog
walang-pasubali,tagalog
sagpù,cebuano
sumailalim,tagalog
ising-ising,cebuano
pulos,tagalog
sangla,cebuano
pagbabanlaw,tagalog
kaka,tagalog
epikureo,tagalog
mag-ag-ag,tagalog
pagtiimin,tagalog
sa silong sa balay,cebuano
antína,cebuano
diksyunaryo,tagalog
kapitan,tagalog
limos,cebuano
kahimtang,cebuano
banggus,cebuano
awa,tagalog
hípus,hiligaynon
tinahip,tagalog
"básiaw, basiáw",hiligaynon
ikabaylo,cebuano
protective,ilocano
pamimigay,tagalog
bumasag,tagalog
embrace,ilocano
larawan,cebuano
dyip,cebuano
hanay,tagalog
pagkalagpak,tagalog
magubutong panon,cebuano
may-sakit,tagalog
may-kasalanan,tagalog
kani-kaniya,tagalog
iihi,tagalog
wìwì,cebuano
himagsik,tagalog
tuntungan,tagalog
tagal sa pagbayad,cebuano
sánlab,hiligaynon
sobra-sobra,tagalog
dako,cebuano
dipudáta,cebuano
siccessful,ilocano
gumawa ng mapa,tagalog
dakong balod,cebuano
balátik,hiligaynon
dungog,cebuano
mahinuha,tagalog
place,ilocano
kapay,cebuano
daksipat,tagalog
nga masalub-on,cebuano
magkaliwaan,tagalog
ragókrok,hiligaynon
nomina,tagalog
pakamura-murahin,tagalog
tapolan,cebuano
sóbre,hiligaynon
phlegm,ilocano
balintawak,tagalog
rikargu,cebuano
void,ilocano
sonambulismo,tagalog
kison,cebuano
panlumay,tagalog
kaarawan,cebuano
timbri,cebuano
masanghid,tagalog
pista,cebuano
saraán,hiligaynon
sakatehán,hiligaynon
tagadikdik,tagalog
hukáw,hiligaynon
sapang,cebuano
sagsagan,tagalog
lugmaw,cebuano
pagsalpukin,tagalog
inkompleto,tagalog
balay-balay,cebuano
walang-tigil,tagalog
pamamalakad na pangkabuhayan,tagalog
bánay,cebuano
apir,cebuano
ihatol,tagalog
upisína,cebuano
sero,cebuano
composer,ilocano
bitiwan,tagalog
pasalig,cebuano
sáwang,cebuano
resign,ilocano
setenta,cebuano
urog,cebuano
húl-ab,hiligaynon
laot,tagalog
teklado,tagalog
kalapukan,cebuano
pagkabahin-bahin sa usa ka dapit,cebuano
silungan,tagalog
bulabugin,tagalog
parunggitan,tagalog
makaduha,cebuano
aplud,cebuano
magpabantulot,tagalog
hakbang,tagalog
paghubad,cebuano
tapusuk,cebuano
utot,cebuano
sudlanan og,cebuano
mangalap,tagalog
slender,ilocano
tus-ap,cebuano
ang akong ngalan,cebuano
pagkagulantang,tagalog
maghilbana,tagalog
mapaglabag,tagalog
ipako sa krus,tagalog
piritusin,tagalog
lug-ang,tagalog
multicolor,tagalog
yapakan,tagalog
punuk,cebuano
kabalisaksakan,tagalog
kabos,cebuano
ugút,hiligaynon
kaysa kay,tagalog
sampuing halat,tagalog
amoy,tagalog
pagamit,tagalog
moluwas,cebuano
parakayda,cebuano
yungatyúngat,cebuano
datain,tagalog
masagap,tagalog
patino,cebuano
sab-itanan,cebuano
taypist,cebuano
examine,ilocano
kapita-pitagan,tagalog
saksihan,cebuano
pahayag,cebuano
impatient,ilocano
mahugaw,cebuano
asal-demonyo,tagalog
misteryo,cebuano
hukhuk,cebuano
palikero,tagalog
paghibalag,cebuano
lasugin,tagalog
sabat,tagalog
dakong unggoy,cebuano
pagpapahayag,tagalog
súsi,cebuano
medya,tagalog
bulag sa kulay,tagalog
shave,ilocano
pagkatulog,cebuano
somebody,ilocano
pagligo,cebuano
santilmu,cebuano
sarángsang,hiligaynon
pahibalo,cebuano
áyun,cebuano
yír bar,cebuano
bottle,ilocano
pagpalulan,cebuano
manghahagad,tagalog
babin,tagalog
kaluoy,cebuano
paniksik,tagalog
tunghaan,cebuano
bítì,hiligaynon
pagakpak,cebuano
rebelasyon,tagalog
lunggung,cebuano
tubo,cebuano
tinai,cebuano
umabante,tagalog
inat-inat,cebuano
witik,cebuano
someone,ilocano
kaykayin,tagalog
kidlap,cebuano
pugos,cebuano
magtutudlo,cebuano
paulit,tagalog
pag-antos,cebuano
tropa,tagalog
tanggalin sa pagkakabutones,tagalog
wala makabantay,cebuano
mapuna,tagalog
labtik,tagalog
di-pagkampi,tagalog
rikta,cebuano
magkahugis,tagalog
talong,cebuano
magputong,tagalog
kalakip,tagalog
buhos na buhos ang isip,tagalog
maglinaw,tagalog
mánuy,cebuano
bahay-pukyutan,tagalog
bisong,cebuano
búni,cebuano
huluádan,hiligaynon
panrasyon,tagalog
maparusahan,tagalog
singgáak,cebuano
asoy,cebuano
tambud,cebuano
dunsul,cebuano
pakikibaka,tagalog
panaghap,cebuano
hibubún-ot,hiligaynon
pag-inabtik,cebuano
Budista,cebuano
lagete,tagalog
ságpon,hiligaynon
ngiwian,tagalog
panghihinayang,tagalog
upang,tagalog
retaso,cebuano
ignurámus,cebuano
busúg,hiligaynon
pilus,tagalog
uhaw,cebuano
napapabayaan,tagalog
talù,cebuano
ginkamunóan,hiligaynon
nahiagom,cebuano
paksut,cebuano
gaga,tagalog
algudun,cebuano
pamagtuhop,cebuano
magbumabad,tagalog
marangya,tagalog
kumalambre,tagalog
indiganan,cebuano
tabyo,tagalog
"tripilya, tripilyas",cebuano
panunulisan sa dagat,tagalog
pandan,tagalog
pulseras,cebuano
kapareho,cebuano
ipagkanulo,tagalog
gramar,tagalog
ikalango,tagalog
pangukoy,cebuano
wángwang,hiligaynon
lagwerta,tagalog
magkasalikop,tagalog
alas singko,cebuano
makalmahon,cebuano
hintay,cebuano
ughak,cebuano
sálud,hiligaynon
lumundo,tagalog
palasingsingan,tagalog
kuláta,cebuano
pagwalang-galangan,tagalog
dibidindu,cebuano
butóng,hiligaynon
itsiban,cebuano
sadók,hiligaynon
dipirinsiya,cebuano
youngish,ilocano
magitgitan,tagalog
sulungkáhan,hiligaynon
kawalang-pag-asa,tagalog
masalubong,tagalog
pagdidestino,tagalog
isla,tagalog
energetic,ilocano
amplipayer,tagalog
sinli,tagalog
basbas,cebuano
tigab,tagalog
krísis,cebuano
taltalan,tagalog
mas bus,cebuano
pagkasagot,tagalog
masinggan,cebuano
paina,tagalog
daze,ilocano
unsa kadaghan,cebuano
sumisingaw,tagalog
kalampag,tagalog
pasayaw,tagalog
Magahat,cebuano
mahalimuyak,tagalog
kamiseta,cebuano
noo,tagalog
andamyo,tagalog
kumokak,tagalog
deposituhan,tagalog
karitíla,cebuano
recoil,ilocano
makahilo,tagalog
pamulaw,cebuano
ikud,cebuano
dayo,cebuano
buyinggit,cebuano
mag-ayaw-ayaw,tagalog
lumud,cebuano
mas mabagal,cebuano
tinggal,tagalog
darautan,tagalog
alumpihit,tagalog
armada,tagalog
pablik,cebuano
árat,cebuano
agam-agamin,tagalog
pagpapasama,tagalog
tudlingan,tagalog
bumaho,tagalog
angkon,cebuano
patag,cebuano
husay,cebuano
halídhid,hiligaynon
masuknaon,cebuano
paluob,tagalog
bíhod,hiligaynon
maghuhukhok,cebuano
nameless,ilocano
hasty,ilocano
libríta,cebuano
kahanagan,tagalog
pagtangtang,cebuano
bikiri,cebuano
sakto na,cebuano
nadungog,cebuano
karo,cebuano
talamitam,tagalog
ikatakot,tagalog
ginang,cebuano
baile,tagalog
kasumpa-sumpa,tagalog
mabaliw,tagalog
magdadaldal,tagalog
matag gabii,cebuano
umalaala,tagalog
sasalin,tagalog
paskin,cebuano
pakuyaw,cebuano
magsayaw,cebuano
dismisal,tagalog
moralidad,tagalog
figurative,ilocano
motive,ilocano
sew,ilocano
mukhang-bangkay,tagalog
pagpapabahay,tagalog
sabugan,tagalog
siénto,hiligaynon
bakíya,cebuano
ipako,tagalog
atábay,cebuano
magtutuon,cebuano
pinakyaw,cebuano
napakaloko,tagalog
pagbabag,cebuano
pahimuot,cebuano
kaindig,cebuano
sángit,cebuano
pagbabalik-loob sa Diyos,tagalog
alimuwang,tagalog
garantiya,cebuano
bahalína,cebuano
"ilaya, iláya",cebuano
bunsod,tagalog
paglingkod,cebuano
lalong pasamain,tagalog
pasunding,cebuano
magsalig,cebuano
katarantaduhan,tagalog
pagkapata,tagalog
lawak sa atop,cebuano
tubuin,tagalog
manlisik,tagalog
suskritor,tagalog
manadya,tagalog
masalta,tagalog
panit,cebuano
sukmat,cebuano
bakal,tagalog
kahawud,cebuano
punsitan,cebuano
likwála,cebuano
pontimpen,tagalog
pikas,cebuano
ka,cebuano
adingmasin,cebuano
tungod (kay),cebuano
however,ilocano
krídu,cebuano
kalunasan ng sanlupalop,tagalog
mabuhok,tagalog
reséta,hiligaynon
libog,cebuano
pukaw,cebuano
tuktugáuk,cebuano
tukar,cebuano
bulgan,cebuano
sagpa,cebuano
"háwad, háw-ad",hiligaynon
pag-ilo,tagalog
kau-kaunti,tagalog
karapkarap,cebuano
gitlingan,tagalog
pagdawat,cebuano
oropel,tagalog
tinsmith,ilocano
kuskus-balungos,tagalog
gulwà,cebuano
tastas,tagalog
palubagin ang loob,tagalog
sumampa,tagalog
sa linog,cebuano
pariap,tagalog
dagítab,cebuano
magsukat,tagalog
mapaghanap,tagalog
magtitulo,tagalog
platilyo,tagalog
pangawat,cebuano
matastasan ng tahi,tagalog
pag-insulto,cebuano
gawù,cebuano
"katalug, katalugu",cebuano
súnok,hiligaynon
ilipat,tagalog
makalilisang,cebuano
may-sumpong,tagalog
bélo,hiligaynon
putsero,tagalog
pag-uulag,tagalog
rate,ilocano
layunin,tagalog
pasundayagan sa mga mananap,cebuano
atong,cebuano
mapaamo,tagalog
kolget,cebuano
damgo,cebuano
nakab-ot,cebuano
túsup,cebuano
kalit lamang,cebuano
tumihaya,tagalog
business,ilocano
kompisyong,cebuano
ang pagkakatulgon,cebuano
hugasan,tagalog
banyaga,cebuano
pwirta,cebuano
dinakpan,cebuano
kapalagayang-loob,tagalog
deposit,ilocano
alipatpat,cebuano
súta,cebuano
paragù,cebuano
danghal,cebuano
magulang,cebuano
lukba,cebuano
dadaldalan,tagalog
kahimamatan,cebuano
kasarapan,tagalog
pagtulin,cebuano
laban-laban,tagalog
kulaknit,cebuano
dekor,tagalog
itikwas,tagalog
konduksiyon,tagalog
hagmang,cebuano
mabulalas,tagalog
pagkuha,cebuano
giping,cebuano
masaya,cebuano
"ulíhi, ulihí",hiligaynon
distilahin,tagalog
espirituwal,tagalog
kutkut,cebuano
damuhan,tagalog
konklusyon,tagalog
mil,tagalog
karsones,cebuano
pagtul-id,cebuano
giba-giba,tagalog
gátung,cebuano
siníkyap,hiligaynon
atutung,cebuano
kinapamihasnan,tagalog
hagutak,tagalog
dam-agay,cebuano
maabtik,cebuano
bata nga masuso,cebuano
pagkukusa,tagalog
pingki,tagalog
makatagal,tagalog
kúra,cebuano
piyansa,cebuano
mike,tagalog
sandig,tagalog
kuha,cebuano
tagasabon,tagalog
wagon,ilocano
detektib,tagalog
padala,cebuano
surname,ilocano
beladahan,cebuano
tambulog,tagalog
bagyohon,cebuano
tuhugin,tagalog
kostas,tagalog
shower,ilocano
espedisyon,tagalog
desimpektado,tagalog
sinina,cebuano
guhit,tagalog
sabio,cebuano
bakuor,tagalog
komedya,cebuano
biglang tumaas,tagalog
napapalamutihan,tagalog
pasahugan,tagalog
ekstasi,tagalog
uyon,cebuano
sumiyasat,tagalog
peregrino,tagalog
suggestion,ilocano
rapidu,cebuano
baraka,tagalog
bitâ,hiligaynon
gumawi,tagalog
panhik,tagalog
tipasak,cebuano
bítin,cebuano
burdadora,tagalog
magpapatay,cebuano
nakatiklop,tagalog
animas,cebuano
pabilo,cebuano
labing-,tagalog
sa hinay,cebuano
katapusan,cebuano
reperi,tagalog
timbríra,cebuano
bandolera,tagalog
pinggan,cebuano
pahalkan,tagalog
padyama,cebuano
"likida, likidar",cebuano
pagpataas,cebuano
dugmun,cebuano
sumuma,tagalog
mahusay,cebuano
balikan,tagalog
daw,cebuano
buélta,hiligaynon
suplimintu,cebuano
palias,cebuano
banayad,tagalog
tuksedo,tagalog
palamigin,tagalog
distínu,cebuano
asesor,tagalog
di na mababawasan,tagalog
lakaw,cebuano
kanal,cebuano
mahinang klase,tagalog
inkomunikado,tagalog
pagpangguba,cebuano
tunghak,cebuano
iswis,cebuano
alike,ilocano
lawas,cebuano
kasilyas,cebuano
kumitir,cebuano
asusasiyun,cebuano
tumble,ilocano
mekaniko,cebuano
itampog,cebuano
igmat,cebuano
súkib,cebuano
