letter,word,definition,dialect,sentiment
h,hambugero,boastful,cebuano,negative
h,hambugírit,"a. given to talking big, braggart (euphemism for hambugíru); v. become a show-off.",cebuano,negative
h,hambugirit,boastful,cebuano,negative
h,hambugon,snob,cebuano,negative
h,hambuk,"v. loosen or soften soil around the base of plants or put loose soil or fertilizer at the base. Hambúkan ta ang mga tanum arun mulípang, We’ll loosen the soil around the plants to make them sturdy.",cebuano,negative
h,hambun,"a. well-rested, fresh from not having been worked; a. frisky. Hambun ang kabáyù nga dílì kúlang sa pahúway, A horse that doesn’t lack rest is frisky. b. highly ready for sex after not having indulged for some time. c. virgin, land or sea that hasn’t been used much. Hambun pa kaáyu ang kadagátan didtu, The seas there haven’t been fished very much yet; v. get fresh and rested.",cebuano,positive
h,hamburdyir,n. hamburger sandwich; v. make hamburgers.,cebuano,
h,hambuy,"v. 1. keep the catch submerged so it stays fresh for a period of time; 2. hang fish above the stove or fire to dry. Walà ni ibulad sa adlaw. Gihambuy lang ni sa abúhan, We did not dry this in the sun. We just hung it over the fireplace. -in- n. 1. fish submerged in water for a period of time. Prisku tan-áwun apan hinambuy diay, They look fresh but actually they were submerged in the water; 2. fish dried at the fireplace.",cebuano,positive
h,hamì,"n. sores at the corners of the mouth; v. have sores at the corners of the mouth. Gihamì ang táwung hinabákù, The man developed sores in the corners of his mouth because he smoked too much. hamiun a. having these sores.",cebuano,
h,hamil,"v. 1. smooth out abaca fibers and sort them into strands preparatory to making rope. Naghamil siya ug lánut pára himúung písì, He is sorting out the abaca fibers to make into rope; 2. for plants to be flattened, bent completely at the base. Hamilun (ihamil) sa kusug nga hángin ang kamaisan, Strong winds will bend and flatten the corn. (←) v. see hamil, 2. a. smooth, velvety to the touch. Hámil kaáyu ang sídang sinínà, A silk dress is very smooth. hamilhámil v. stroke gently. Hamilhamíla (ihamilhámil) ang tíyan sa bábuy, Stroke the pig’s stomach gently.",cebuano,positive
h,hamili,adj. grand,cebuano,positive
h,hamílì,see pílì.,cebuano,
h,hamilsing,see hamílì. see pílì.,cebuano,
h,hámir,n. the hammer of firearms.,cebuano,
h,hámis,"a. 1. smooth, velvety to the touch. Hámis nga pánit, Smooth skin. Hámis kaáyu ang balhíbu sa kabáyù, The horse has velvety hair; 2. even-textured surface. Hámis nga kútis, Skin without a blemish; 3. for the sky to be completely cloudless; n. outermost layer of skin. Nalúkut ang hámis sa íyang buktun nga nabanggud sa batu, He smashed his arm against a rock and the skin was scraped off; v. be, become smooth.",cebuano,negative
h,hamis,adj. silky,cebuano,positive
h,hamis,smooth,cebuano,positive
h,hamis masidlak,luster,cebuano,positive
h,hamis masidlak,shine,cebuano,positive
h,hamlag,"v. jump playfully on someone or on one another. Natumba ang usa ka bátang gihamlágan (gihamlag) sa usa, One of the children fell when the other jumped on him. (→) v. lunge at in an attack. Ug hamlagan (hamlagun) ka sa irù, ayaw ug dágan, If a dog lunges at you, don’t run.",cebuano,positive
h,"hamlig, hamlug","a. damp and moist; v. 1. become damp and moist. Nahamug ang panaptun nga gipabuntagan sa gawas, The cloth that was left outside overnight got wet; 2. moisten by sprinkling. Ang pila ka lugas nga ulan ígù lang mihamug (naghamug) sa yútà, The few drops of rain just barely moistened the earth; n. action of moistening.",cebuano,
h,hamluy,"a. 1. smooth and slippery. Hamluy ang halwan, The snakehead is a slippery fish; 2. for a variety of something to be esp. smooth and easier to eat or drink than the ordinary. Hamluy kaúnun ang mímis, Mímis rice goes down easily; v. pass through easily due to smoothness and slipperiness. Mihamluy lang sa íyang tutunlan ang lísu sa santul, The santol seed just slipped down his throat.",cebuano,positive
h,hamon,n. ham,cebuano,
h,hamos,nasty,cebuano,negative
h,hamoy,lick,cebuano,
h,hampak,lick,cebuano,negative
h,hampak,spank,cebuano,negative
h,hampak,"v. 1. strike, slam with force making a noisy impact. Natukyas ang atup kay gihampak sa hángin, The roof came off under the battering of the wind. Kining puthaw mauy ihampak sa úlu sa bitin, Smash the snake’s head with this iron rod; 2. — ang (sa) hángin nga itum v. get a stroke, severe illness (thought to be brought about by an evil wind). Ayawg hukashúkas tingálig dúnay muhampak nímung hángin, Don’t go about without your shirt. You might suffer a stroke. Hampákun ka pa untà sa hángin nga itum, May you get a stroke! n. 1. blow; 2. blow of fate, calamity, or the like. Ug mapildi, agwantáhun kay hampak nà sa katarúngan, If you lose, just take it. That’s the way it is. (Lit. That is the blow of logic.) Ang bagyu mauy hampak sa kapaláran, The typhoon is what fate has brought us. -in- sa hángin (usually shortened to -in-) a. mild curse to refer to the object of one’s wrath: ‘darned’. Ang mga hinampak! Wà giyud mi imbitaha, Darn them! They didn’t invite us! 2. a mild curse of annoyance or anger. Hinampak! Nakalimut ku sa ákung pitáka! Darn! I forgot to take my pocketbook!",cebuano,negative
h,hampang,"v. 1. play (dialectal). 2. have intercourse (euphemism). Kadaghan ku na siya ikahampang, I’ve had intercourse with her so many times; n. 1. game; 2. sexual intercourse.",cebuano,
h,hampasin,strike,cebuano,negative
h,hampid,"v. put things of the same size with a flat surface neatly on top of one another. Akuy muhampid sa mga inutaw nga dayapir, I’ll pile the ironed diapers neatly. Hampíra (ihampid) nang mga libru sa lamísa, Stack those books neatly on the table.",cebuano,positive
h,hampil,"v. 1. attach something to something solid as a patch or sign. Kinsa may naghampil sa lungag sa salug? Who put a cover over the hole in the floor? Hampíli nag bandids ang ímung samad, Put a bandage on your wound. Ihampil ni sa bungbung arung makit-an sa tanan, Put this up on the wall so that everybody can see it. 2. spread something on top of something else or between two objects as a protection. Hampíli ug hábul ang banig únà higdái, Spread a blanket over the mat before you lie on it; n. something attached as a cover or patch. hampilhampil v. put up a temporary structure; a. makeshift, made of temporary patchings. Hampilhampil lang úsà ning ákung balay, This house of mine is just a makeshift structure.",cebuano,positive
h,hampil,"v. pile flat, flexible things neatly in layers, one on top of the other. Hampíla (ihampil) ang mga dáhun sa tabákù únà pusta, Pile the tobacco leaves neatly one on top of the other before you pack them.",cebuano,positive
h,hampílù,n. 1. saddle blanket; 2. something used to cover a horse’s back when riding without a saddle; v. put a saddle blanket on the back of a horse.,cebuano,
h,hampin,n. diaper,cebuano,
h,hampul,"v. put leaves on something for medicinal purposes. Ang dáhun sa átis maáyung ihampul sa piang, The leaves of the atis make a good compress for sprains; n. leaves prepared to lay over an afflicted area.",cebuano,positive
h,hampuug,see dampuug.,cebuano,
h,hamtang,see pahamtang under butang.,cebuano,
h,hamtong,adj. mature,cebuano,positive
h,hamtong,n. adult,cebuano,positive
h,hamtung,"a. middle-aged, between forty and sixty years of age; v. be, become middle-aged. Ang kaguul makahamtung (makapahamtung) sa panagway sa táwu, Worry causes one to look middle-aged.",cebuano,
h,hamù,"see gam-ul, 1.",cebuano,
h,hamubo,adj. low,cebuano,
h,hamubo,adj. short,cebuano,
h,hamubong bakasyon,n. leave,cebuano,
h,hamug,see hamlug.,cebuano,
h,hámug,"see yámug, n1, 1a, v.",cebuano,
h,hamugáway,"a. 1. large and spacious enough to afford ease of movement. Hamugáway ang kwartu pára sa upat, The room is ample for four people; 2. for living conditions to be comfortable, with ample financial resources. Hamugáway ang ílang pamuyù kay dakug swildu ang bána, They live comfortably because the husband earns a good salary; v. 1. get to be wide and spacious; 2. for living conditions to become comfortable.",cebuano,positive
h,hamugaway,adj. convenient,cebuano,positive
h,hamugaway,cozy,cebuano,positive
h,hámuk,"n. supernatural beings that harass people by frightening them. They usually assume the form of oversized animals if they show themselves or may just indicate their presence without showing themselves. They may be found in any lonely place; v. for these spirits to frighten one. Pangadyì arun dì ka hamúkun, Recite a prayer so the spirits cannot harass you. -an(→) n. place infested with these spirits. -un(→) a. susceptible to having experiences with hámuk.",cebuano,negative
h,hamuk,see daghan (dialectal).,cebuano,
h,hamun,"n. ham; v. have, make into ham. -áda n. kind of meat dish, usually beef, cooked by browning in fat and simmering it in a covered pan in its own juice. This is served with a sauce; v. cook hamunáda.",cebuano,negative
h,"hamun, hámun","v. take something big and shove it in one’s mouth to eat it. Ihamun lang níya ang kík arun dì siya pangayúan, He’ll shove the whole piece of cake into his mouth so no one can ask him for any.",cebuano,
h,hamung,see hamun.,cebuano,
h,hamunin,challenge,cebuano,negative
h,hámus,"a. messy and dirty with something wet. Hámus ang bátang tan-áwun kay nagkasip-un, The child looks messy with his nasal discharge all over him. Hámus ang salug sa kusína, The kitchen floor is wet and grimy; v. get messy and grimy. Nahámus ang íyang nawung kay nagkaun ug mangga, His face got all messy with the mangoes.",cebuano,negative
h,hamútan,see humútan. see humut.,cebuano,
h,hamuy,"v. stick something in the mouth to lick it. Ayaw ihamuy (hamuya) ímung tudlù kay húgaw, Don’t suck your finger because it is dirty. — sa tudlù v. be so poor as to have nothing to eat. Mawad-an gánì kag trabáhu maghamuy na lang ka sa tudlù, If you lose your job you’ll have nothing to eat but your fingers (lit. you’ll be sucking your fingers). hamuyhámuy n. lollipop.",cebuano,negative
h,hamyang,"v. 1. spread out in the open. Naghamyang siya sa mga baligyà dihà sa asíras, He is displaying his wares on the sidewalk. Nakahamyang na siya sa humay nga igbubúwad, She has laid out the unhusked rice outside to dry; 2. throw cloth or anything pliable carelessly s.w. Kinsay naghamyang áring amirkána sa supa? Who threw this coat on the sofa? Ihamyang lang nang mga bulingun sa katri, Just dump those dirty clothes on the bed.",cebuano,negative
h,haN-,"see hiN-, 4.",cebuano,
h,han-ay,n. file,cebuano,negative
h,han-ay,n. order,cebuano,negative
h,han-ay,n. range,cebuano,negative
h,han-ay,n. row,cebuano,negative
h,han-ay,n. spread,cebuano,negative
h,han-ay,"v. 1. string the warp threads in the loom; 2a. lay out the format of something to be printed; 2b. lay out the plot of a story; 3. compose something literary. Si anhing Bin Subíri mauy naghan-ay sa áwit Mátud Níla, Mátud Níla was composed by Ben Zubiri; 4. arrange, put in order. Han-áyang mga libru, Put the books in order; n. 1. warp threads; 2. amount of thread used for the warp. -in- 1. threads that have been strung; 2. something arranged.",cebuano,negative
h,han-grinid,"n. hand grenade; v. throw a hand grenade at. Gihan-grinid ang mga tápuk ug daghang namatay, A hand grenade was thrown into the crowd, and many people died.",cebuano,
h,han-ok,jam,cebuano,negative
h,han-uk,"v. 1. dump something into a corner, or in an enclosed space. Ayaw han-úka (ihan-uk) sa daplin ang sinilhig mung sagbut, Do not just dump the trash in the corner; 1a. dump, assign people to a place. Ang íyang dalágang gúwang mauy gihan-úkan sa mga pag-umangkung nangaílu, They dumped the orphaned nieces and nephews on their spinster aunt. Ihan-uk ang mga makililímus sa mga asílu, They dump beggars into the poorhouse; 1b. shower affection on someone Han-úkan sa pagpanggà ang bugtung anak, An only child gets affection showered on him; 1c. lay all blame, suspicion on someone Gihan-úkan siya sa tanang pasángil, All the blame was put on him; 2. flock, crowd into a place. Anhà giyud muhan-uk ang mga trabahadur ug káun sa íyang tindáhan, The laborers flock to her store to eat. -anan n. hang-out, usual place of assembly. Nayitklab kanà nga han-ukánan sa mga dátù, It’s a night club frequented by the rich.",cebuano,negative
h,hana,"(from hanu na) 1. how about it? how is it now? Hana? Wà ka pa mahubug? Ganína ka ra mang inum, How about it? Aren’t you drunk yet? You’ve been drinking for hours; 2. there, that’s what you get. Hana. Dì nahúlug ka kay wà ka man mamátì nga gibuyag, There. Now you fell because you didn’t listen when I reprimanded you.",cebuano,negative
h,hanà,"v. 1. get ready to start doing something, make motions to do something Mihanà siyag pátid nákù, He made a move to kick me. Dílì gánì ta makahanà ug tindug pangutan-un tag ása ta, We can’t even make a move to get up before he asks us where we’re going. Ayaw ihanà ang pusil kay mubutu, Don’t aim the gun, because it might go off; 2. threaten to happen. Mihanag kapálung ang pitrumaks, The lantern was threatening to go out.",cebuano,positive
h,hanab,n. kind of heavy bolo with a pointed tip and curved blade. 12–14″ long.,cebuano,
h,hanag,bright,cebuano,positive
h,hanagdung,see hinagdung.,cebuano,
h,hanahan,married,cebuano,
h,hanap,"a. 1. hazy, difficult to discern. Hanap ang mga litra, The letters are very faint (or blurred). Hanap ang kaháyag sa bitúun, The star gives off a faint light. Hanap nga pahíyum, A faint smile; 1a. for something in relief to be so worn that it can hardly be distinguished. Hanap nga dyís, A worn-out dime; 2. vague, uncertain. Hanap nga kaugmáun, An uncertain future. Hanap nga pagtúu sa Diyus, A not very strong belief in God; 3. for one’s vision to be dim. Hanap ákung panan-aw, My eyes are dim; v. become faint, blurred, do something in a blurred way. Muhanap ang ági sa lápis ug dílì nímu iduut, The pencil makes a very weak mark if you don’t press down on it. Ang naghanap níyang mga sáad, His uncertain promises.",cebuano,negative
h,hanap,adj. dim,cebuano,negative
h,hanap,adj. foggy,cebuano,negative
h,hanap,adj. indefinite,cebuano,negative
h,hanap,adj. opaque,cebuano,negative
h,hanap,blur,cebuano,negative
h,hanap,dull,cebuano,negative
h,hanap,obscure,cebuano,negative
h,hanap,subtle,cebuano,negative
h,hanapin,search,cebuano,
h,hanas,"a. proficient, skillful. Hanas na kaáyu siyang mugámit sa pusil, He handles a gun proficiently now. Hanas siyang musultig Binisayà, He speaks Visayan fluently; v. 1. be, become proficient, skillful. Nagkahanas na siyang mudráyib, He is becoming more skilled in driving; 2. make oneself proficient. Maghanas ku sa ákung panapuy sa sista, I will make myself proficient in playing the guitar. hanashánas v. keep practicing to make oneself proficient. ka- n. proficiency, skill.",cebuano,positive
h,hanas,adept,cebuano,positive
h,hanas,adj. accomplished,cebuano,positive
h,hanas,adj. expert,cebuano,positive
h,hanas,adj. skillful,cebuano,positive
h,hanas,intelligent,cebuano,positive
h,hanaw,disappear,cebuano,negative
h,hánaw,"n. way — have no awareness of something or notion of how. Wà siyay hánaw kun unsay nanghitabù líbut kaníya, She has no notion of what’s happening around her. Dì ku makaáyu niánà. Wà kuy hánaw niánà, I can’t fix that. I have no notion of that. paN- n. knowledge of something, awareness. Unsay panghánaw nákù ánà? What should I know about that?",cebuano,negative
h,hanaw,obliterate,cebuano,negative
h,hanaw,perish,cebuano,negative
h,hánaw,"v. disappear, vanish. Unsang tambála ang nakahánaw (nakapahánaw) sa ímung bugas? What did you use to make your pimples vanish? Ang ákung kasukù kalit rang nahánaw, My anger quickly faded away. — sa mápa for something to be wiped out of existence, disappear from the place one would expect it to be. Humag bumba sa balay nahánaw sa mápa, The house was bombed and wiped out of existence.",cebuano,negative
h,hanaw,vanish,cebuano,negative
h,hanay,array,cebuano,
h,hanay,"expression uttered with a warning. Hanay, maigù gánì ku, hilatiguhan ta giyud ka, Watch out! If you hit me, you’ll get it.",cebuano,
h,hanay,ramp,cebuano,
h,hanayak,see hinayak.,cebuano,
h,hanayhay,"a. rolling land; hilly, but not having a steep angle of elevation; v. be, become rolling. Muhanayhay ang bungtud áning dapíta, The countryside becomes rolling at this point. Naghanayhay nga dálan nga dílì kápuyng laktun, A trail that rises slowly and not tiring to walk over.",cebuano,negative
h,hanayhay,v. slopping,cebuano,negative
h,hanayhay sa bukid,n. slope,cebuano,
h,hanayun,"see hinayun, see dáyun.",cebuano,
h,hanbag,see hambag.,cebuano,
h,handa,ready,cebuano,positive
h,handà,"v. 1. plan to do something Naghandà ming mangalígù sa dágat rung Duminggu, We are planning to go swimming on Sunday. Gihandáan ka nga iprumut, You are under consideration for promotion; 2. be about to do something, for something almost to happen to one. Mau giyuy pagbundak sa ulan sa dihang mihandà na untà ku paglakaw, The rain suddenly started pouring down just as I was about to go out. Kapila na siya handái nga mamatay sa dágat, Several times he came close to dying on the sea; 3. try placing something on something to find out how it fits. Walà pa gánì mahuman ang íyang sinínà íya nang gihandà, Her dress was not finished yet she already tried putting it on. handàhandà n. plans for an action. Pulus lang giyud handàhandà ang tanan; wà giyuy aksiyun, It’s all plans, no action.",cebuano,negative
h,handaan,reception,cebuano,
h,handag,"a. slanting, leaning. Handag ra kaáyu ang ímung sinuwatan, Your handwriting slants too much. Handag ang túri sa Písa, The Tower of Pisa leans to one side; v. for something tall to be leaning to one side. Mihandag siya sa sandigánan sa lingkuránan, She leaned back in the chair with her buttocks forward. Handága (ihandag) pagsandig ang hagdan, Set the ladder in a slanting position.",cebuano,negative
h,handag,oblique,cebuano,negative
h,handag,rake,cebuano,negative
h,"handalamay, handalámay",n. small tree: Pipturus arborescens. The white part of its bark is scraped and placed over dislocated bones to prevent swelling. The leaves are applied to eczemas.,cebuano,negative
h,handalanaw,see alindánaw.,cebuano,
h,handalas,"a. steep and slippery. Handalas ang dálan padúlung sa walug, The path to the valley is steep and slippery; v. 1. glide swiftly down an incline. Mihandalas ang mga bátà sa bakilid, The children slid down the side of the hill; 2. run downwards, half sliding, half running. Mihandalas ang mga bátà sa hagdan, The children rushed down the stairs; 3. move out of a place at top speed. Naghandalas mig panágan pag-ulan, We got out of there as fast as we could when it started to rain.",cebuano,negative
h,handalítik,see handilítik.,cebuano,
h,handámay,see handalámay.,cebuano,
h,handánaw,see alindánaw.,cebuano,
h,handay,"v. 1. place something long athwart something long. Akuy muhanday sa ímung buktun sa unlan, I’ll rest your arm on the pillow. Sanga ang gihandayan sa sumbuhan sa pagtumung, He rested the barrel of the gun on the branch as he took aim. Ákung ihanday ang ákung mga tiil sa ímung páa, Let me rest my legs on your thighs; 2. rest one’s upper back on something Muhanday ku sa unlan, I’ll rest my back on the pillows.",cebuano,
h,handicraft,handicraft,cebuano,
h,handig,"v. 1. lean, cause something to lean against something Gustung muhandig ang masakitun sa unlan, The patient wants to rest his back on the pillows. Ayaw handígi ang basang pintal, Don’t lean on the wet paint; 2. get to be steep. Ug mahandig ang karsáda, iprimíra ang kambyu, When the road gets steep, shift to first gear; a. steep, sloping sharply. Kápuyng tangásun nang bungtúra kay handig, It’s tiring to climb that hill because it’s so steep. ka- n. steepness.",cebuano,positive
h,handilib-un,see gabun.,cebuano,
h,handilika,see anghilika.,cebuano,
h,handilítik,"n. kind of shrimp around 6″, with small claws and of scorpion-like appearance. Edible, but not highly esteemed.",cebuano,
h,handog,present,cebuano,
h,handom,aspire,cebuano,positive
h,handom,reminisce,cebuano,positive
h,handom,retrospect,cebuano,positive
h,handom sa kaagi,reminisce,cebuano,
h,handos,lunge,cebuano,
h,handos,push,cebuano,
h,handos,shove,cebuano,
h,handul,"n. handle of a handbag, satchel; v. make a handle for something.",cebuano,
h,handul,"v. 1. handle, take care of a case in court; 2. teach, handle a class. Pila ka sabdyik ímung handúlun? How many subjects are you going to handle? 3. handle, deal with someone younger or of lower status. Maáyu siyang muhandul sa íyang mga sákup, He handles his tenants well. Dì ka kamaung muhandul sa ímung manghud, You don’t know how to handle your little brother.",cebuano,
h,handum,"v. 1. recall and think fondly about something memorable, but forever past. Naghandum ku sa ákung kabatan-un, I remember my youth. Handúmun ku ikaw kanúnay, I shall always think of you and remember you with fondness; 2. recall and yearn for something Muhandum ang bátà sa inahan, A child recalls and yearns for its mother. Ngánung nanarútut man ka? Naghandum kang magdaut? Why are you blowing that horn? Do you long to get sick? 3. for something to cross one’s mind, entertain a thought. Wà ku maghandum nga maduktur siya, I never thought that he would become a doctor. Walà kuy ikahandum dautang hunàhúnà níya, Nothing bad has ever crossed my mind; 4. -i think on it, consider! Handúmi kun unsay dangátan nímug wà ku dinhi, Consider what will become of you if I am not here. -anan 1. souvenir. Handumánan ni sa ákung pag-adtu sa Ispanya, This is a souvenir from my visit to Spain; 2. token, symbol of mutual affection. -in- a. word of salutation in letters. Hinandum kung Nína, Dear Nena. -l-un a. memorable; v. become memorable. -l-un(→) n. something which is remembered periodically. Ang Santa Krus halandumun námù káda tris di Máyu, We remember to perform the prayers of the Holy Cross every May 3.",cebuano,positive
h,handumanan,keepsake,cebuano,
h,handumanan,memento,cebuano,
h,handumanan,n. memorial,cebuano,
h,handumanan,n. remembrance,cebuano,
h,handumanan,n. token,cebuano,
h,handumanan,reminder,cebuano,
h,handumanan,souvenir,cebuano,
h,handunguy,"v. be weak with the head drooping. Hubug na kaáyu siya. Naghandunguy nang galakaw, He was drunk, and he was all tuckered out, walking with his head drooping.",cebuano,negative
h,handuraw,daydream,cebuano,negative
h,handuraw,fantasy,cebuano,negative
h,handuraw,illusion,cebuano,negative
h,handuraw,imagine,cebuano,negative
h,handuraw,reverie,cebuano,negative
h,handúraw,"v. picture something in one’s mind. Naghandúraw kug unsay kadangátan sa mga bátà, I can just picture what will happen to the children. -an 1. picture formed in the mind; 2. the mind where pictures are formed.",cebuano,
h,handurawan,fantasy,cebuano,
h,handurawan,n. daydream,cebuano,
h,handurawan,n. memory,cebuano,
h,handurawan,n. reverie,cebuano,
h,handurawan,n. vision,cebuano,
h,handurawanan,n. commemoration,cebuano,
h,handurawanon,adj. visionary,cebuano,positive
h,handus,"v. 1. push, thrust something long forward. Kun kita lang duha dì giyud ta makahandus niíning awtúha, The two of us cannot push this car. Gihandúsan siyag kalit sa usa ka maháit nga kutsilyu, someone thrust a sharp knife at him; 2. submit, pass on for action. Ihandus ang aplikisyun ngadtu sa pangúlung buhatan, Forward the application to the head office; 3. carry something sizeable s.w. to deliver it. Ása ninyu ihandus ning grába? Where are you delivering this gravel? 4. send food or drinks to a celebration to supplement what is offered by the host. Naghandus akug usa ka litsun sa ílang kasal, I contributed a roast pig to their wedding; n. 1. push given to something long; 2. haul, delivery; 3. something contributed to a party.",cebuano,positive
h,háng,see hálang.,cebuano,
h,hang,short for hilabihan nga how very! Hang lisúra ning iksamína! What a difficult examination!,cebuano,negative
h,hangaan,admire,cebuano,positive
h,hangad,"v. 1. look up, turn the head up. Dì ku kahangad kay mitikig ákung líug, I cannot bend my head upwards because I have a stiff neck. Hangda kunu kun náa bay hinug nga búnga, Look up at the tree and see if there are any ripe fruits; 2. depend, rely upon for support, help, etc. Nía kanákù siya maghangad sa íyang adlaw-adlaw nga mga kinahanglanun, He looks to me for all his daily needs; 3. for something usually level to tilt upwards. Naghangad ang sakayan kay nabug-atan sa ulin, The boat has its bow up high because it is loaded down at the stern; 4. look to God in prayer. Ihangad sa lángit ang ímung mga suliran, Bring your problems to the Lord in prayer. paN- v. look upward for a mischievous purpose. Túa siya sa sílung sa hagdan nanghangad samtang nanáug si Pitra, He’s at the foot of the stairs looking up while Petra is coming down. hangdanan n. place which one looks through for a mischievous purpose, e.g. a gap in the flooring. tagi-(←) a. one who is fond of asking for help when he is in need, but keeps to himself when he is in a position to help. Way hinungdan nang mga tawhánang tagihángad kun walà apan tagidúkù kun adúna, Those people are no good because they are quick to ask for help when they need it, but otherwise just keep to themselves. halangdun n. 1. title of respect: honorable. Ang Halangdung Mayur, The Honorable Mayor; 2. royal, occupying a high office.",cebuano,negative
h,hangag,see danghag.,cebuano,
h,hangahang,"v. be ignorant of something important and be unconcerned. Maistra ka apan naghangahang ka sa baláud, You’re a teacher, but you’re ignorant of the law. Wà hangahangi sa mga istudiyanti ang mga prublíma sa gubyirnu, The students are aware of and concerned about the problems of the government.",cebuano,negative
h,hangak,pant,cebuano,
h,hángak,"v. pant, be out of breath from exertion. Naghangak siya sa kabug-at sa íyang dala, He was panting because of the weight of what he was carrying. Gihángak (gihangákan) na lang kug linakaw, I am already out of breath from walking.",cebuano,
h,hangal,"a. inattentive to what one is about. Hangal ka giyud. Unsa man ruy ákung gisulti? You are not with it. Now what did I say? Wà nímu ipha ang suklì. Hangal ka giyung batáa ka, You didn’t count the change, you stupid child. -in- v. do something in a careless, inattentive way; n. something done in a careless, wrong way. ka- carelessness, inattentiveness.",cebuano,negative
h,hangal,fool,cebuano,negative
h,hangal,loggerhead,cebuano,negative
h,hangal,n. lunatic,cebuano,negative
h,hangal-hangal,adj. foolish,cebuano,negative
h,hangal-hangal,idiot,cebuano,negative
h,hangal-hangal,lout,cebuano,negative
h,hangal-hangal,n. half-wit,cebuano,negative
h,hangal-hangal,oaf,cebuano,negative
h,hangas,see hanglas.,cebuano,
h,hangáwa,see hingáwa.,cebuano,
h,"hangay, hángay","v. do something for no reason, more than is necessary. Muhángay lang siyag kasukù, He just suddenly gets angry for no reason. Naharus ang twirka kay gikahayngan nímu ug hugut, You stripped the nut because you tightened it much too much.",cebuano,negative
h,hangbat,"v. take a large bite with a snapping action. Gihambat ang ákung páa sa íhu, The shark snapped at my leg. -um-r- a. tending to bite. ka-un a. raring to bite at something.",cebuano,negative
h,hanggà,n. chickenpox; v. get chickenpox. -un(→) a. having chickenpox.,cebuano,
h,hanggab,see hanggap.,cebuano,
h,hanggahan,frontier,cebuano,
h,hangganan,border,cebuano,negative
h,hanggang,until,cebuano,
h,hanggap,inhale,cebuano,negative
h,hanggap,"v. breathe in, inhale deeply. Naghanggap siya sa alimyun sa búlak, She is breathing in the fragrance of the flowers. Nahanggap nákù ang báhù sa patayng irù, I got a deep whiff of the smell of the dead dog; n. deep inhalation.",cebuano,negative
h,hanggat,"v. have someone join in an activity. Hanggáta siya pagpanihápun sa átù, Bring him home for supper. Hanggáta siyag sinumbagay, Challenge him to a fight.",cebuano,
h,hanggaw,"a. be a jerk, without common sense. Hanggaw giyung bayhána. Bísag kulatáhun sa íyang bána mudukut lang gihápun, What a stupid fool that woman is. No matter how her husband mistreats her she sticks to him anyway. Gisugal sa hanggaw ang kwartang igpapálit ug pán, The jerk gambled away the money he was given to buy bread with; v. get to be a jerk.",cebuano,negative
h,hanggrinid,see han-grinid.,cebuano,
h,hanggup,see halanggup.,cebuano,positive
h,hanggup,"v. take a hot drink. Mihanggup kug ínit nga kapi antis kung milakaw, I took a drink of hot coffee before I went out.",cebuano,positive
h,hanggus,"v. 1. for something to be abraded due to friction. Ang lamísang gigúruy mauy nakahanggus (nakapahanggus) sa sáwug, The table scratched the floor because you dragged it. Nahanggus ang ákung bitíis nga nabwásut sa salug, My foot slipped into an opening on the floor and I suffered abrasions on my leg; 2. smooth a piece of wood, bamboo strip, coconut midrib, or the like by scraping. Hanggúsi ang tukug ug gílit, Smooth the coconut midrib with a razor blade.",cebuano,negative
h,hanghang,"v. 1. for infants to have their mouth open, yearning for food. Naghanghang ang gutum nga pisù, The hungry nestlings have their mouths open; 2. see halhal.",cebuano,
